,file,class,method,Predicted_Values,wmc,loc,maxNestedBlocksQty,Predicted_Metrics,Euclidean_dist
1661,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ChangeAttributeCommand.java,CH.ifa.draw.standard.ChangeAttributeCommand$UndoActivity,getBackupValue/0,none,1,3,0,[1. 3. 0.],[0.]
1662,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ChangeAttributeCommand.java,CH.ifa.draw.standard.ChangeAttributeCommand$UndoActivity,release/0,none,1,4,0,[1. 4. 0.],[0.]
1663,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ChangeAttributeCommand.java,CH.ifa.draw.standard.ChangeAttributeCommand$UndoActivity,setAttributeName/1[java.lang.String],none,1,3,0,[1. 3. 0.],[0.]
1664,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ChangeAttributeCommand.java,CH.ifa.draw.standard.ChangeAttributeCommand$UndoActivity,getAttributeName/0,none,1,3,0,[1. 3. 0.],[0.]
1665,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ChangeAttributeCommand.java,CH.ifa.draw.standard.ChangeAttributeCommand$UndoActivity,redo/0,none,4,13,2,[ 4. 13.  2.],[0.]
1666,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ChangeAttributeCommand.java,CH.ifa.draw.standard.ChangeAttributeCommand$UndoActivity,getOriginalValue/1[CH.ifa.draw.framework.Figure],none,1,3,0,[1. 3. 0.],[0.]
1667,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ChangeAttributeCommand.java,CH.ifa.draw.standard.ChangeAttributeCommand$UndoActivity,"UndoActivity/3[CH.ifa.draw.framework.DrawingView,java.lang.String,java.lang.Object]",none,1,8,0,[1. 8. 0.],[0.]
1668,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ChangeAttributeCommand.java,CH.ifa.draw.standard.ChangeAttributeCommand$UndoActivity,setAffectedFigures/1[CH.ifa.draw.framework.FigureEnumeration],none,3,11,2,[ 3. 11.  2.],[0.]
1669,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ChangeAttributeCommand.java,CH.ifa.draw.standard.ChangeAttributeCommand$UndoActivity,undo/0,none,4,13,2,[ 4. 13.  2.],[0.]
1670,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ChangeAttributeCommand.java,CH.ifa.draw.standard.ChangeAttributeCommand$UndoActivity,"addOriginalValue/2[CH.ifa.draw.framework.Figure,java.lang.Object]",none,1,3,0,[1. 3. 0.],[0.]
1671,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ChangeAttributeCommand.java,CH.ifa.draw.standard.ChangeAttributeCommand$UndoActivity,setBackupValue/1[java.lang.Object],none,1,3,0,[1. 3. 0.],[0.]
1672,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\WindowMenu.java,CH.ifa.draw.contrib.WindowMenu$Anonymous2,isExecutable/0,none,2,3,0,[2. 3. 0.],[0.]
1673,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\WindowMenu.java,CH.ifa.draw.contrib.WindowMenu$Anonymous2,execute/0,none,1,3,0,[1. 3. 0.],[0.]
1674,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\WindowMenu.java,CH.ifa.draw.contrib.WindowMenu$Anonymous1,execute/0,none,1,3,0,[1. 3. 0.],[0.]
1675,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\WindowMenu.java,CH.ifa.draw.contrib.WindowMenu$Anonymous1,isExecutable/0,none,2,3,0,[2. 3. 0.],[0.]
1676,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\GroupCommand.java,CH.ifa.draw.figures.GroupCommand,"GroupCommand/2[java.lang.String,CH.ifa.draw.framework.DrawingEditor]",none,1,3,0,[1. 3. 0.],[0.]
1677,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\GroupCommand.java,CH.ifa.draw.figures.GroupCommand,createUndoActivity/0,none,1,3,0,[1. 3. 0.],[0.]
1678,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\GroupCommand.java,CH.ifa.draw.figures.GroupCommand,execute/0,none,1,7,0,[1. 7. 0.],[0.]
1679,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\GroupCommand.java,CH.ifa.draw.figures.GroupCommand,isExecutableWithView/0,none,2,3,0,[2. 3. 0.],[0.]
1680,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,reset/0,none,2,7,1,[2. 7. 1.],[0.]
1681,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,mouseReleased/1[java.awt.event.MouseEvent],none,3,9,2,[3. 9. 2.],[0.]
1682,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,mousePressed/1[java.awt.event.MouseEvent],none,2,7,1,[2. 7. 1.],[0.]
1683,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,value/0,none,1,3,0,[1. 3. 0.],[0.]
1684,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,PaletteButton/1[CH.ifa.draw.util.PaletteListener],none,1,6,0,[1. 6. 0.],[0.]
1685,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,mouseClicked/1[java.awt.event.MouseEvent],none,1,2,0,[1. 2. 0.],[0.]
1686,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,mouseExited/1[java.awt.event.MouseEvent],none,2,6,1,[2. 6. 1.],[0.]
1687,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,mouseDragged/1[java.awt.event.MouseEvent],none,3,11,2,[ 3. 11.  2.],[0.]
1688,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,mouseEntered/1[java.awt.event.MouseEvent],none,1,2,0,[1. 2. 0.],[0.]
1689,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,name/0,none,1,3,0,[1. 3. 0.],[0.]
1690,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,select/0,none,2,7,1,[2. 7. 1.],[0.]
1691,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,mouseMoved/1[java.awt.event.MouseEvent],none,1,3,0,[1. 3. 0.],[0.]
1692,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\FontSizeHandle.java,CH.ifa.draw.figures.FontSizeHandle,"invokeStep/5[int,int,int,int,CH.ifa.draw.framework.DrawingView]",none,1,6,0,[1. 6. 0.],[0.]
1693,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\FontSizeHandle.java,CH.ifa.draw.figures.FontSizeHandle,"invokeStart/3[int,int,CH.ifa.draw.framework.DrawingView]",none,1,4,0,[1. 4. 0.],[0.]
1694,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\FontSizeHandle.java,CH.ifa.draw.figures.FontSizeHandle,"FontSizeHandle/2[CH.ifa.draw.framework.Figure,CH.ifa.draw.framework.Locator]",none,1,3,0,[1. 3. 0.],[0.]
1695,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\FontSizeHandle.java,CH.ifa.draw.figures.FontSizeHandle,"invokeEnd/5[int,int,int,int,CH.ifa.draw.framework.DrawingView]",none,2,10,1,[ 2. 10.  1.],[0.]
1696,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\FontSizeHandle.java,CH.ifa.draw.figures.FontSizeHandle,draw/1[java.awt.Graphics],none,1,7,0,[1. 7. 0.],[0.]
1697,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\FontSizeHandle.java,CH.ifa.draw.figures.FontSizeHandle,createUndoActivity/1[CH.ifa.draw.framework.DrawingView],none,1,4,0,[1. 4. 0.],[0.]
1698,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SingleFigureEnumerator.java,CH.ifa.draw.standard.SingleFigureEnumerator,SingleFigureEnumerator/1[CH.ifa.draw.framework.Figure],none,1,3,0,[1. 3. 0.],[0.]
1699,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SingleFigureEnumerator.java,CH.ifa.draw.standard.SingleFigureEnumerator,hasMoreElements/0,none,2,3,0,[2. 3. 0.],[0.]
1700,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SingleFigureEnumerator.java,CH.ifa.draw.standard.SingleFigureEnumerator,nextFigure/0,none,1,5,0,[1. 5. 0.],[0.]
1701,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SingleFigureEnumerator.java,CH.ifa.draw.standard.SingleFigureEnumerator,nextElement/0,none,1,5,0,[1. 5. 0.],[0.]
1702,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ReverseFigureEnumerator.java,CH.ifa.draw.standard.ReverseFigureEnumerator,ReverseFigureEnumerator/1[java.util.Vector],none,1,3,0,[1. 3. 0.],[0.]
1703,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ReverseFigureEnumerator.java,CH.ifa.draw.standard.ReverseFigureEnumerator,nextFigure/0,none,1,3,0,[1. 3. 0.],[0.]
1704,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ReverseFigureEnumerator.java,CH.ifa.draw.standard.ReverseFigureEnumerator,nextElement/0,none,1,3,0,[1. 3. 0.],[0.]
1705,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ReverseFigureEnumerator.java,CH.ifa.draw.standard.ReverseFigureEnumerator,hasMoreElements/0,none,1,3,0,[1. 3. 0.],[0.]
1706,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat,hasCorrectFileExtension/1[java.lang.String],none,1,3,0,[1. 3. 0.],[0.]
1707,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat,setFileFilter/1[javax.swing.filechooser.FileFilter],none,1,3,0,[1. 3. 0.],[0.]
1708,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat,createFileDescription/0,none,1,3,0,[1. 3. 0.],[0.]
1709,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat,restore/1[java.lang.String],none,2,10,1,[ 2. 10.  1.],[0.]
1710,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat,getFileDescription/0,none,1,3,0,[1. 3. 0.],[0.]
1711,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat,equals/1[java.lang.Object],none,2,8,1,[2. 8. 1.],[0.]
1712,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat,"store/2[java.lang.String,CH.ifa.draw.framework.Drawing]",none,1,7,0,[1. 7. 0.],[0.]
1713,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat,StandardStorageFormat/0,none,1,5,0,[1. 5. 0.],[0.]
1714,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat,createFileFilter/0,none,1,16,0,[ 1. 16.  0.],[0.]
1715,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat,setFileExtension/1[java.lang.String],none,1,3,0,[1. 3. 0.],[0.]
1716,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat,adjustFileName/1[java.lang.String],none,2,8,1,[2. 8. 1.],[0.]
1717,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat,getFileExtension/0,none,1,3,0,[1. 3. 0.],[0.]
1718,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat,createFileExtension/0,none,1,3,0,[1. 3. 0.],[0.]
1719,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat,setFileDescription/1[java.lang.String],none,1,3,0,[1. 3. 0.],[0.]
1720,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat,getFileFilter/0,none,1,3,0,[1. 3. 0.],[0.]
1721,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\StandardFigureSelection.java,CH.ifa.draw.standard.StandardFigureSelection,"StandardFigureSelection/2[CH.ifa.draw.framework.FigureEnumeration,int]",none,2,10,1,[ 2. 10.  1.],[0.]
1722,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\StandardFigureSelection.java,CH.ifa.draw.standard.StandardFigureSelection,"duplicateFigures/2[CH.ifa.draw.framework.FigureEnumeration,int]",none,1,4,0,[1. 4. 0.],[0.]
1723,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\StandardFigureSelection.java,CH.ifa.draw.standard.StandardFigureSelection,getType/0,none,1,3,0,[1. 3. 0.],[0.]
1724,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\StandardFigureSelection.java,CH.ifa.draw.standard.StandardFigureSelection,getData/1[java.lang.String],none,4,21,3,[ 4. 21.  3.],[0.]
1725,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\nothing\NothingApplet.java,CH.ifa.draw.samples.nothing.NothingApplet,createTools/1[javax.swing.JPanel],none,1,19,0,[ 1. 18.  0.],[1.]
1726,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\DrawingChangeEvent.java,CH.ifa.draw.framework.DrawingChangeEvent,getDrawing/0,none,1,3,0,[1. 3. 0.],[0.]
1727,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\DrawingChangeEvent.java,CH.ifa.draw.framework.DrawingChangeEvent,getInvalidatedRectangle/0,none,1,3,0,[1. 3. 0.],[0.]
1728,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\DrawingChangeEvent.java,CH.ifa.draw.framework.DrawingChangeEvent,"DrawingChangeEvent/2[CH.ifa.draw.framework.Drawing,java.awt.Rectangle]",none,1,4,0,[1. 4. 0.],[0.]
1729,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\DrawingChangeListener.java,CH.ifa.draw.framework.DrawingChangeListener,drawingRequestUpdate/1[CH.ifa.draw.framework.DrawingChangeEvent],none,1,1,0,[1. 2. 0.],[1.]
1730,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\DrawingChangeListener.java,CH.ifa.draw.framework.DrawingChangeListener,drawingInvalidated/1[CH.ifa.draw.framework.DrawingChangeEvent],none,1,1,0,[1. 2. 0.],[1.]
1731,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\FigureChangeEvent.java,CH.ifa.draw.framework.FigureChangeEvent,getInvalidatedRectangle/0,none,1,3,0,[1. 3. 0.],[0.]
1732,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\FigureChangeEvent.java,CH.ifa.draw.framework.FigureChangeEvent,getFigure/0,none,1,3,0,[1. 3. 0.],[0.]
1733,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\FigureChangeEvent.java,CH.ifa.draw.framework.FigureChangeEvent,"FigureChangeEvent/2[CH.ifa.draw.framework.Figure,java.awt.Rectangle]",none,1,4,0,[1. 4. 0.],[0.]
1734,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\FigureChangeEvent.java,CH.ifa.draw.framework.FigureChangeEvent,FigureChangeEvent/1[CH.ifa.draw.framework.Figure],none,1,4,0,[1. 4. 0.],[0.]
1735,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SimpleUpdateStrategy.java,CH.ifa.draw.standard.SimpleUpdateStrategy,"draw/2[java.awt.Graphics,CH.ifa.draw.framework.DrawingView]",none,1,3,0,[1. 3. 0.],[0.]
1736,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Storable.java,CH.ifa.draw.util.Storable,write/1[CH.ifa.draw.util.StorableOutput],none,1,1,0,[1. 2. 0.],[1.]
1737,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Storable.java,CH.ifa.draw.util.Storable,read/1[CH.ifa.draw.util.StorableInput],none,1,1,0,[1. 2. 0.],[1.]
1738,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\DNDInterface.java,CH.ifa.draw.contrib.DNDInterface,getDefaultDNDActions/0,none,1,1,0,[1. 2. 0.],[1.]
1739,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\DNDInterface.java,CH.ifa.draw.contrib.DNDInterface,getTransferDataFlavors/0,none,1,1,0,[1. 2. 0.],[1.]
1740,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\DNDInterface.java,CH.ifa.draw.contrib.DNDInterface,isDataFlavorSupported/1[java.awt.datatransfer.DataFlavor],none,1,1,0,[1. 2. 0.],[1.]
1741,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\DNDInterface.java,CH.ifa.draw.contrib.DNDInterface,getDragGestures/0,none,1,1,0,[1. 2. 0.],[1.]
1742,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\DNDInterface.java,CH.ifa.draw.contrib.DNDInterface,acceptDrop/1[java.awt.datatransfer.Transferable],none,1,1,0,[1. 2. 0.],[1.]
1743,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\BoxHandleKit.java,CH.ifa.draw.standard.SouthEastHandle,"invokeStep/5[int,int,int,int,CH.ifa.draw.framework.DrawingView]",none,1,4,0,[1. 4. 0.],[0.]
1744,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\BoxHandleKit.java,CH.ifa.draw.standard.SouthEastHandle,SouthEastHandle/1[CH.ifa.draw.framework.Figure],none,1,3,0,[1. 3. 0.],[0.]
1745,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\LocatorHandle.java,CH.ifa.draw.standard.LocatorHandle,getLocator/0,none,1,3,0,[1. 3. 0.],[0.]
1746,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\LocatorHandle.java,CH.ifa.draw.standard.LocatorHandle,"LocatorHandle/2[CH.ifa.draw.framework.Figure,CH.ifa.draw.framework.Locator]",none,1,4,0,[1. 4. 0.],[0.]
1747,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\LocatorHandle.java,CH.ifa.draw.standard.LocatorHandle,locate/0,none,1,3,0,[1. 3. 0.],[0.]
1748,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,viewDestroying/1[CH.ifa.draw.framework.DrawingView],none,1,2,0,[1. 2. 0.],[0.]
1749,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,getUndoActivity/0,none,1,3,0,[1. 3. 0.],[0.]
1750,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,"mouseDown/3[java.awt.event.MouseEvent,int,int]",none,1,4,0,[1. 4. 0.],[0.]
1751,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,setUsable/1[boolean],none,3,11,2,[ 3. 11.  2.],[0.]
1752,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,removeToolListener/1[CH.ifa.draw.framework.ToolListener],none,1,3,0,[1. 3. 0.],[0.]
1753,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,setEventDispatcher/1[CH.ifa.draw.standard.AbstractTool.EventDispatcher],none,1,3,0,[1. 3. 0.],[0.]
1754,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,setEnabled/1[boolean],none,3,13,2,[ 3. 13.  2.],[0.]
1755,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,getEventDispatcher/0,none,1,3,0,[1. 3. 0.],[0.]
1756,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,drawing/0,none,1,3,0,[1. 3. 0.],[0.]
1757,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,activate/0,none,2,6,1,[2. 6. 1.],[0.]
1758,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,AbstractTool/1[CH.ifa.draw.framework.DrawingEditor],none,1,6,0,[1. 6. 0.],[0.]
1759,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,viewCreated/1[CH.ifa.draw.framework.DrawingView],none,1,2,0,[1. 2. 0.],[0.]
1760,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,setUndoActivity/1[CH.ifa.draw.util.Undoable],none,1,3,0,[1. 3. 0.],[0.]
1761,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,checkUsable/0,none,2,5,1,[2. 5. 1.],[0.]
1762,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,"mouseMove/3[java.awt.event.MouseEvent,int,int]",none,1,2,0,[1. 2. 0.],[0.]
1763,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,isActive/0,none,2,3,0,[2. 3. 0.],[0.]
1764,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,"viewSelectionChanged/2[CH.ifa.draw.framework.DrawingView,CH.ifa.draw.framework.DrawingView]",none,2,7,1,[2. 7. 1.],[0.]
1765,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,isUsable/0,none,1,3,0,[1. 3. 0.],[0.]
1766,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,"mouseUp/3[java.awt.event.MouseEvent,int,int]",none,1,2,0,[1. 2. 0.],[0.]
