file,class,method,variable,usage
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,mouseReleased/1[java.awt.event.MouseEvent],fOldState,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,mousePressed/1[java.awt.event.MouseEvent],PRESSED,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,mousePressed/1[java.awt.event.MouseEvent],fState,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,mousePressed/1[java.awt.event.MouseEvent],fOldState,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,PaletteButton/1[CH.ifa.draw.util.PaletteListener],fListener,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,PaletteButton/1[CH.ifa.draw.util.PaletteListener],fState,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,PaletteButton/1[CH.ifa.draw.util.PaletteListener],fOldState,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,PaletteButton/1[CH.ifa.draw.util.PaletteListener],NORMAL,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,mouseExited/1[java.awt.event.MouseEvent],PRESSED,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,mouseExited/1[java.awt.event.MouseEvent],fListener,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,mouseExited/1[java.awt.event.MouseEvent],fState,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,mouseDragged/1[java.awt.event.MouseEvent],PRESSED,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,mouseDragged/1[java.awt.event.MouseEvent],fState,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,mouseDragged/1[java.awt.event.MouseEvent],fOldState,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,select/0,SELECTED,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,select/0,fState,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteButton.java,CH.ifa.draw.util.PaletteButton,mouseMoved/1[java.awt.event.MouseEvent],fListener,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SingleFigureEnumerator.java,CH.ifa.draw.standard.SingleFigureEnumerator,SingleFigureEnumerator/1[CH.ifa.draw.framework.Figure],mySingleFigure,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SingleFigureEnumerator.java,CH.ifa.draw.standard.SingleFigureEnumerator,hasMoreElements/0,mySingleFigure,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SingleFigureEnumerator.java,CH.ifa.draw.standard.SingleFigureEnumerator,nextFigure/0,mySingleFigure,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SingleFigureEnumerator.java,CH.ifa.draw.standard.SingleFigureEnumerator,nextElement/0,mySingleFigure,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ReverseFigureEnumerator.java,CH.ifa.draw.standard.ReverseFigureEnumerator,ReverseFigureEnumerator/1[java.util.Vector],fEnumeration,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ReverseFigureEnumerator.java,CH.ifa.draw.standard.ReverseFigureEnumerator,nextFigure/0,fEnumeration,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ReverseFigureEnumerator.java,CH.ifa.draw.standard.ReverseFigureEnumerator,nextElement/0,fEnumeration,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ReverseFigureEnumerator.java,CH.ifa.draw.standard.ReverseFigureEnumerator,hasMoreElements/0,fEnumeration,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat,setFileFilter/1[javax.swing.filechooser.FileFilter],myFileFilter,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat,getFileDescription/0,myFileDescription,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat,setFileExtension/1[java.lang.String],myFileExtension,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat,getFileExtension/0,myFileExtension,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat,createFileExtension/0,myFileExtension,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat,setFileDescription/1[java.lang.String],myFileDescription,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat,getFileFilter/0,myFileFilter,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\StandardFigureSelection.java,CH.ifa.draw.standard.StandardFigureSelection,"StandardFigureSelection/2[CH.ifa.draw.framework.FigureEnumeration,int]",fData,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\StandardFigureSelection.java,CH.ifa.draw.standard.StandardFigureSelection,getType/0,TYPE,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\StandardFigureSelection.java,CH.ifa.draw.standard.StandardFigureSelection,getData/1[java.lang.String],TYPE,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\StandardFigureSelection.java,CH.ifa.draw.standard.StandardFigureSelection,getData/1[java.lang.String],fData,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\DrawingChangeEvent.java,CH.ifa.draw.framework.DrawingChangeEvent,getInvalidatedRectangle/0,fRectangle,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\DrawingChangeEvent.java,CH.ifa.draw.framework.DrawingChangeEvent,"DrawingChangeEvent/2[CH.ifa.draw.framework.Drawing,java.awt.Rectangle]",fRectangle,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\FigureChangeEvent.java,CH.ifa.draw.framework.FigureChangeEvent,getInvalidatedRectangle/0,fRectangle,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\FigureChangeEvent.java,CH.ifa.draw.framework.FigureChangeEvent,"FigureChangeEvent/2[CH.ifa.draw.framework.Figure,java.awt.Rectangle]",fRectangle,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\FigureChangeEvent.java,CH.ifa.draw.framework.FigureChangeEvent,FigureChangeEvent/1[CH.ifa.draw.framework.Figure],fRectangle,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\FigureChangeEvent.java,CH.ifa.draw.framework.FigureChangeEvent,FigureChangeEvent/1[CH.ifa.draw.framework.Figure],fgEmptyRectangle,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\LocatorHandle.java,CH.ifa.draw.standard.LocatorHandle,getLocator/0,fLocator,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\LocatorHandle.java,CH.ifa.draw.standard.LocatorHandle,"LocatorHandle/2[CH.ifa.draw.framework.Figure,CH.ifa.draw.framework.Locator]",fLocator,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\LocatorHandle.java,CH.ifa.draw.standard.LocatorHandle,locate/0,fLocator,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,getUndoActivity/0,myUndoActivity,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,"mouseDown/3[java.awt.event.MouseEvent,int,int]",fAnchorY,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,"mouseDown/3[java.awt.event.MouseEvent,int,int]",fAnchorX,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,setUsable/1[boolean],myIsUsable,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,setEventDispatcher/1[CH.ifa.draw.standard.AbstractTool.EventDispatcher],myEventDispatcher,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,setEnabled/1[boolean],myIsEnabled,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,getEventDispatcher/0,myEventDispatcher,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,AbstractTool/1[CH.ifa.draw.framework.DrawingEditor],myDrawingEditor,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,setUndoActivity/1[CH.ifa.draw.util.Undoable],myUndoActivity,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,isUsable/0,myIsUsable,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,editor/0,myDrawingEditor,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool,isEnabled/0,myIsEnabled,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StorageFormatManager.java,CH.ifa.draw.util.StorageFormatManager,StorageFormatManager/0,myStorageFormats,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StorageFormatManager.java,CH.ifa.draw.util.StorageFormatManager,findStorageFormat/1[javax.swing.filechooser.FileFilter],myStorageFormats,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StorageFormatManager.java,CH.ifa.draw.util.StorageFormatManager,containsStorageFormat/1[CH.ifa.draw.util.StorageFormat],myStorageFormats,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StorageFormatManager.java,CH.ifa.draw.util.StorageFormatManager,registerFileFilters/1[javax.swing.JFileChooser],myStorageFormats,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StorageFormatManager.java,CH.ifa.draw.util.StorageFormatManager,removeStorageFormat/1[CH.ifa.draw.util.StorageFormat],myStorageFormats,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StorageFormatManager.java,CH.ifa.draw.util.StorageFormatManager,setDefaultStorageFormat/1[CH.ifa.draw.util.StorageFormat],myDefaultStorageFormat,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StorageFormatManager.java,CH.ifa.draw.util.StorageFormatManager,getDefaultStorageFormat/0,myDefaultStorageFormat,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StorageFormatManager.java,CH.ifa.draw.util.StorageFormatManager,addStorageFormat/1[CH.ifa.draw.util.StorageFormat],myStorageFormats,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool$EventDispatcher,fireToolDeactivatedEvent/0,myRegisteredListeners,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool$EventDispatcher,fireToolDeactivatedEvent/0,myObservedTool,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool$EventDispatcher,fireToolUsableEvent/0,myRegisteredListeners,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool$EventDispatcher,fireToolUsableEvent/0,myObservedTool,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool$EventDispatcher,EventDispatcher/1[CH.ifa.draw.framework.Tool],myRegisteredListeners,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool$EventDispatcher,EventDispatcher/1[CH.ifa.draw.framework.Tool],myObservedTool,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool$EventDispatcher,fireToolEnabledEvent/0,myRegisteredListeners,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool$EventDispatcher,fireToolEnabledEvent/0,myObservedTool,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool$EventDispatcher,addToolListener/1[CH.ifa.draw.framework.ToolListener],myRegisteredListeners,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool$EventDispatcher,fireToolDisabledEvent/0,myRegisteredListeners,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool$EventDispatcher,fireToolDisabledEvent/0,myObservedTool,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool$EventDispatcher,removeToolListener/1[CH.ifa.draw.framework.ToolListener],myRegisteredListeners,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool$EventDispatcher,fireToolUnusableEvent/0,myRegisteredListeners,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool$EventDispatcher,fireToolUnusableEvent/0,myObservedTool,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool$EventDispatcher,fireToolActivatedEvent/0,myRegisteredListeners,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractTool.java,CH.ifa.draw.standard.AbstractTool$EventDispatcher,fireToolActivatedEvent/0,myObservedTool,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\GridConstrainer.java,CH.ifa.draw.standard.GridConstrainer,getStepY/0,fGridY,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\GridConstrainer.java,CH.ifa.draw.standard.GridConstrainer,constrainPoint/1[java.awt.Point],fGridX,3
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\GridConstrainer.java,CH.ifa.draw.standard.GridConstrainer,constrainPoint/1[java.awt.Point],fGridY,3
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\GridConstrainer.java,CH.ifa.draw.standard.GridConstrainer,"GridConstrainer/2[int,int]",fGridX,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\GridConstrainer.java,CH.ifa.draw.standard.GridConstrainer,"GridConstrainer/2[int,int]",fGridY,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\GridConstrainer.java,CH.ifa.draw.standard.GridConstrainer,getStepX/0,fGridX,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AlignCommand.java,CH.ifa.draw.standard.AlignCommand$UndoActivity,setAppliedAlignment/1[CH.ifa.draw.standard.AlignCommand.Alignment],myAppliedAlignment,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AlignCommand.java,CH.ifa.draw.standard.AlignCommand$UndoActivity,"UndoActivity/2[CH.ifa.draw.framework.DrawingView,CH.ifa.draw.standard.AlignCommand.Alignment]",myOriginalPoints,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AlignCommand.java,CH.ifa.draw.standard.AlignCommand$UndoActivity,getAppliedAlignment/0,myAppliedAlignment,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AlignCommand.java,CH.ifa.draw.standard.AlignCommand$UndoActivity,addOriginalPoint/1[CH.ifa.draw.framework.Figure],myOriginalPoints,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AlignCommand.java,CH.ifa.draw.standard.AlignCommand$UndoActivity,getOriginalPoint/1[CH.ifa.draw.framework.Figure],myOriginalPoints,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\javadraw\FollowURLTool.java,CH.ifa.draw.samples.javadraw.FollowURLTool,"mouseMove/3[java.awt.event.MouseEvent,int,int]",fApplet,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\javadraw\FollowURLTool.java,CH.ifa.draw.samples.javadraw.FollowURLTool,"mouseUp/3[java.awt.event.MouseEvent,int,int]",fApplet,3
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\javadraw\FollowURLTool.java,CH.ifa.draw.samples.javadraw.FollowURLTool,"FollowURLTool/2[CH.ifa.draw.framework.DrawingEditor,javax.swing.JApplet]",fApplet,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableCommand.java,CH.ifa.draw.util.UndoableCommand,setEventDispatcher/1[CH.ifa.draw.standard.AbstractCommand.EventDispatcher],myEventDispatcher,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableCommand.java,CH.ifa.draw.util.UndoableCommand,getEventDispatcher/0,myEventDispatcher,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableCommand.java,CH.ifa.draw.util.UndoableCommand,setWrappedCommand/1[CH.ifa.draw.util.Command],myWrappedCommand,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableCommand.java,CH.ifa.draw.util.UndoableCommand,getWrappedCommand/0,myWrappedCommand,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableCommand.java,CH.ifa.draw.util.UndoableCommand,execute/0,hasSelectionChanged,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableCommand.java,CH.ifa.draw.util.UndoableCommand,figureSelectionChanged/1[CH.ifa.draw.framework.DrawingView],hasSelectionChanged,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ConnectionHandle.java,CH.ifa.draw.standard.ConnectionHandle,"invokeEnd/5[int,int,int,int,CH.ifa.draw.framework.DrawingView]",fTarget,3
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ConnectionHandle.java,CH.ifa.draw.standard.ConnectionHandle,getConnection/0,myConnection,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ConnectionHandle.java,CH.ifa.draw.standard.ConnectionHandle,setConnection/1[CH.ifa.draw.framework.ConnectionFigure],myConnection,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ConnectionHandle.java,CH.ifa.draw.standard.ConnectionHandle,"ConnectionHandle/3[CH.ifa.draw.framework.Figure,CH.ifa.draw.framework.Locator,CH.ifa.draw.framework.ConnectionFigure]",fPrototype,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ConnectionHandle.java,CH.ifa.draw.standard.ConnectionHandle,createConnection/0,fPrototype,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ConnectionHandle.java,CH.ifa.draw.standard.ConnectionHandle,"invokeStep/5[int,int,int,int,CH.ifa.draw.framework.DrawingView]",fTarget,6
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\TriangleRotationHandle.java,CH.ifa.draw.contrib.TriangleRotationHandle,"invokeStart/3[int,int,CH.ifa.draw.framework.DrawingView]",fOrigin,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\TriangleRotationHandle.java,CH.ifa.draw.contrib.TriangleRotationHandle,"invokeEnd/5[int,int,int,int,CH.ifa.draw.framework.DrawingView]",fOrigin,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\TriangleFigure.java,CH.ifa.draw.contrib.TriangleFigure,read/1[CH.ifa.draw.util.StorableInput],fRotation,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\TriangleFigure.java,CH.ifa.draw.contrib.TriangleFigure,getPolygon/0,fRotation,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\TriangleFigure.java,CH.ifa.draw.contrib.TriangleFigure,write/1[CH.ifa.draw.util.StorableOutput],fRotation,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\TriangleFigure.java,CH.ifa.draw.contrib.TriangleFigure,getRotationAngle/0,fRotation,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\TriangleFigure.java,CH.ifa.draw.contrib.TriangleFigure,getRotationAngle/0,rotations,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\TriangleFigure.java,CH.ifa.draw.contrib.TriangleFigure,connectionInsets/0,fRotation,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\TriangleFigure.java,CH.ifa.draw.contrib.TriangleFigure,clone/0,fRotation,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\TriangleFigure.java,CH.ifa.draw.contrib.TriangleFigure,rotate/1[double],fRotation,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\TriangleFigure.java,CH.ifa.draw.contrib.TriangleFigure,rotate/1[double],rotations,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ChangeConnectionHandle.java,CH.ifa.draw.standard.ChangeConnectionHandle,getConnection/0,myConnection,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ChangeConnectionHandle.java,CH.ifa.draw.standard.ChangeConnectionHandle,getTargetFigure/0,myTarget,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ChangeConnectionHandle.java,CH.ifa.draw.standard.ChangeConnectionHandle,"findConnectionTarget/3[int,int,CH.ifa.draw.framework.Drawing]",fOriginalTarget,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ChangeConnectionHandle.java,CH.ifa.draw.standard.ChangeConnectionHandle,"invokeEnd/5[int,int,int,int,CH.ifa.draw.framework.DrawingView]",fOriginalTarget,1
