file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ElbowHandle.java,CH.ifa.draw.figures.ElbowHandle,class,8,10,2,8,15,2,0,19,14,0.6666667,0.4,0.6,9,0,5,4,0,0,5,0,0,0,2,0,0,2,0,0,0,0,5,97,5,0,5,0,2,0,14,47,26,39,1,0,0,0,63,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineConnector.java,CH.ifa.draw.figures.PolyLineConnector,class,6,7,1,6,8,3,0,6,3,1.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,1,1,0,1,0,0,1,0,3,41,1,2,1,0,0,0,7,20,2,14,3,0,0,0,39,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\MDIDesktopPane.java,CH.ifa.draw.contrib.MDIDesktopPane,class,2,9,7,2,19,6,0,31,14,0.625,0.1904762,0.2857143,8,0,7,1,0,0,7,0,0,0,2,1,0,2,0,0,0,0,0,99,1,2,1,3,6,0,18,25,17,17,2,0,0,0,110,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Filler.java,CH.ifa.draw.util.Filler,class,1,3,2,1,6,5,0,2,6,0.6,0.2,0.3,5,0,5,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,25,4,0,1,0,0,0,0,3,0,3,1,0,0,0,29,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ArrowTip.java,CH.ifa.draw.figures.ArrowTip,class,4,8,4,4,13,2,0,16,72,0.90769225,0.054545455,0.054545455,13,0,5,2,6,0,11,0,0,0,5,1,0,5,0,0,1,0,3,61,5,0,0,0,2,0,6,7,10,7,0,0,0,0,82,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Iconkit.java,CH.ifa.draw.util.Iconkit,class,1,8,7,1,19,1,0,23,20,0.77777773,0.21428572,0.53571427,9,1,8,1,0,0,8,0,0,0,6,3,0,6,0,0,1,0,1,79,11,1,4,2,0,0,4,14,0,13,2,0,0,0,105,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\javadraw\Animator.java,CH.ifa.draw.samples.javadraw.Animator,class,2,4,2,2,6,2,0,8,0,0.5,0.6666667,1.0,4,0,4,0,0,0,4,0,0,0,4,1,0,4,0,0,1,0,4,34,0,1,0,1,0,1,3,7,2,5,2,0,0,0,24,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\NullHandle.java,CH.ifa.draw.standard.NullHandle,class,4,11,7,4,2,3,1,3,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,1,0,2,0,0,0,0,53,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonScaleHandle.java,CH.ifa.draw.contrib.PolygonScaleHandle,class,9,11,2,9,13,3,0,18,16,0.5,0.21428572,0.21428572,8,0,6,0,1,1,8,0,0,0,1,0,0,1,0,0,0,0,1,97,6,0,4,0,19,0,10,10,19,8,1,0,1,0,88,0,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\javadraw\URLTool.java,CH.ifa.draw.samples.javadraw.URLTool$Anonymous1,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextTool.java,CH.ifa.draw.figures.TextTool,class,13,22,9,13,23,4,1,35,70,0.8076923,0.030303031,0.030303031,13,0,7,1,5,0,12,0,0,0,2,0,0,2,0,0,0,0,0,168,5,0,7,0,1,0,1,10,0,7,2,0,1,0,100,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableAdapter.java,CH.ifa.draw.util.UndoableAdapter,class,7,56,49,7,17,1,42,15,91,0.85333335,0.06666667,0.08571429,15,0,12,0,3,0,15,0,0,0,5,0,0,5,0,0,0,0,2,62,7,2,0,0,0,0,2,7,0,6,1,0,0,0,81,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ChangeConnectionEndHandle.java,CH.ifa.draw.standard.ChangeConnectionEndHandle$UndoActivity,innerclass,4,4,0,4,2,3,0,3,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,14,9,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\RadiusHandle.java,CH.ifa.draw.figures.RadiusHandle,class,9,11,2,9,9,3,0,15,21,0.85714287,0.0,0.0,7,0,6,0,1,0,7,0,0,0,1,1,0,1,0,0,1,0,2,81,2,0,2,0,9,0,9,14,14,14,1,0,1,0,64,0,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\FontSizeHandle.java,CH.ifa.draw.figures.FontSizeHandle$UndoActivity,innerclass,5,5,0,5,12,2,0,17,32,0.7777778,0.071428575,0.071428575,9,0,5,1,3,0,8,0,0,0,2,0,0,2,0,0,0,0,0,49,7,1,0,0,1,0,0,4,0,4,1,0,0,0,28,9,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\AutoscrollHelper.java,CH.ifa.draw.contrib.AutoscrollHelper,class,1,4,3,1,16,1,2,3,8,0.625,0.35714287,0.35714287,8,0,8,0,0,0,8,3,0,0,2,0,0,2,0,0,0,0,0,39,2,0,0,0,2,0,11,24,16,12,1,0,0,0,47,1025,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SelectAllCommand.java,CH.ifa.draw.standard.SelectAllCommand$UndoActivity,innerclass,3,3,0,3,5,2,0,10,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,0,1,0,0,0,17,9,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\FigureChangeAdapter.java,CH.ifa.draw.standard.FigureChangeAdapter,class,2,3,1,2,5,1,1,0,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\BoxHandleKit.java,CH.ifa.draw.standard.SouthWestHandle,class,5,6,1,5,2,4,0,6,1,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,1,2,1,0,0,0,0,14,0,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\GraphLayout.java,CH.ifa.draw.util.GraphLayout,class,7,8,1,7,27,2,0,30,0,0.7777778,0.53333336,0.6666667,8,0,6,2,0,0,6,0,0,2,8,0,6,1,0,1,0,0,14,135,3,5,5,0,5,1,32,70,41,43,4,0,0,0,71,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SelectionTool.java,CH.ifa.draw.standard.SelectionTool,class,14,20,6,14,14,2,2,20,22,0.625,0.10714286,0.10714286,8,0,5,0,3,0,8,0,0,0,1,0,0,1,0,0,0,0,1,55,4,0,5,0,0,0,0,7,0,3,3,0,0,0,94,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ChopBoxConnector.java,CH.ifa.draw.standard.ChopBoxConnector,class,6,12,6,6,7,2,4,10,10,1.0,0.0,0.0,5,0,4,0,1,0,5,0,0,0,1,1,0,1,0,0,1,0,2,36,3,0,2,0,1,0,9,12,9,8,1,0,0,0,43,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\CommandChoice.java,CH.ifa.draw.util.CommandChoice,class,1,2,1,1,6,5,0,9,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,20,0,0,0,0,2,0,2,2,0,2,2,0,0,0,31,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\JHotDrawException.java,CH.ifa.draw.framework.JHotDrawException,class,0,0,0,0,2,3,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\net\NodeFigure.java,CH.ifa.draw.samples.net.NodeFigure,class,12,14,2,12,19,4,0,34,66,0.82051283,0.04761905,0.04761905,13,0,7,6,0,0,7,0,0,0,3,1,0,3,0,0,1,0,14,96,7,2,1,0,1,2,6,21,3,18,2,0,0,0,55,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractFigure.java,CH.ifa.draw.standard.AbstractFigure,class,14,34,20,14,47,1,4,27,634,0.9459459,0.024024025,0.024024025,37,0,35,0,2,0,37,4,0,0,4,1,0,4,0,0,1,0,4,147,17,0,4,2,2,2,11,14,4,12,1,0,0,0,244,1025,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\MDIDesktopPane.java,CH.ifa.draw.contrib.MDIDesktopManager,class,2,4,2,2,19,2,0,22,9,0.42857143,0.4,0.4,7,0,5,1,1,0,6,0,0,0,1,0,0,1,0,0,0,0,0,74,4,1,5,0,2,0,13,19,12,15,3,0,0,0,42,0,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\BorderTool.java,CH.ifa.draw.figures.BorderTool$UndoActivity,innerclass,7,7,0,7,8,2,0,14,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,38,7,0,0,0,0,0,0,5,0,4,1,0,0,0,25,9,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineHandle.java,CH.ifa.draw.figures.PolyLineHandle$UndoActivity,innerclass,5,5,0,5,11,2,0,14,24,0.75,0.071428575,0.071428575,8,0,7,0,1,0,8,0,0,0,2,0,0,2,0,0,0,0,0,45,8,0,0,0,0,0,0,5,0,5,1,0,0,0,31,9,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\BoxHandleKit.java,CH.ifa.draw.standard.ResizeHandle,class,10,19,9,10,5,4,8,9,6,0.0,0.0,0.0,4,0,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,56,1,0,0,0,2,0,0,1,0,1,1,0,1,0,32,0,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteListener.java,CH.ifa.draw.util.PaletteListener,interface,1,5,4,1,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\TriangleRotationHandle.java,CH.ifa.draw.contrib.TriangleRotationHandle$UndoActivity,innerclass,6,6,0,6,9,2,0,14,13,0.6666667,0.06666667,0.06666667,6,0,4,0,2,0,6,0,0,0,1,0,0,1,0,0,0,0,0,39,7,0,0,0,0,0,0,4,0,4,1,0,0,0,27,9,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\BufferedUpdateStrategy.java,CH.ifa.draw.standard.BufferedUpdateStrategy,class,2,4,2,2,4,1,0,5,0,0.4,NaN,NaN,1,0,1,0,0,0,1,0,0,0,5,1,0,5,0,0,1,0,0,18,0,0,3,0,3,0,6,9,0,7,1,0,0,0,46,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\FigureSelection.java,CH.ifa.draw.framework.FigureSelection,interface,0,6,6,0,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteIcon.java,CH.ifa.draw.util.PaletteIcon,class,0,1,1,0,6,1,0,0,3,0.62500006,0.2,0.4,6,0,6,0,0,0,6,0,0,0,4,0,0,0,0,4,0,0,0,27,5,0,0,0,0,0,0,4,0,4,0,0,0,0,27,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\GraphicalCompositeFigure.java,CH.ifa.draw.contrib.GraphicalCompositeFigure,class,12,13,1,12,27,3,0,37,206,0.93650794,0.00952381,0.00952381,21,0,18,0,3,0,21,0,0,0,3,1,0,3,0,0,1,0,0,102,7,0,5,0,1,0,1,6,2,6,2,0,0,0,213,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonHandle.java,CH.ifa.draw.contrib.PolygonHandle$UndoActivity,innerclass,5,5,0,5,3,3,0,9,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,3,0,3,1,0,0,0,23,9,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\NullTool.java,CH.ifa.draw.standard.NullTool,class,2,3,1,2,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SelectAllCommand.java,CH.ifa.draw.standard.SelectAllCommand,class,9,11,2,9,6,3,0,13,6,0.0,0.0,0.0,4,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,1,0,0,0,0,1,0,1,1,0,1,0,59,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ToggleGridCommand.java,CH.ifa.draw.standard.ToggleGridCommand,class,5,6,1,5,3,2,0,4,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,17,0,0,1,0,0,0,0,2,0,2,1,0,0,0,28,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PopupMenuFigureSelection.java,CH.ifa.draw.contrib.PopupMenuFigureSelection,interface,1,2,1,1,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\Layoutable.java,CH.ifa.draw.contrib.Layoutable,interface,2,4,2,2,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,class,1,3,2,1,130,1,0,28,286,0.5208333,0.4067633,0.44927537,48,0,45,2,1,0,46,0,0,0,4,0,0,0,4,0,0,0,21,370,39,1,8,0,110,3,28,87,91,46,4,0,0,0,113,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\BoxHandleKit.java,CH.ifa.draw.standard.NorthEastHandle,class,5,6,1,5,2,4,0,6,1,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,1,2,1,0,0,0,0,14,0,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\BoxHandleKit.java,CH.ifa.draw.standard.BoxHandleKit,class,11,16,5,11,10,1,0,10,45,0.0,0.0,0.0,10,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,39,8,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\DragNDropTool.java,CH.ifa.draw.contrib.DragNDropTool,class,15,18,3,15,101,2,0,100,344,0.8979591,0.04,0.04,28,3,21,2,5,0,26,0,0,0,7,2,2,3,2,0,0,0,19,388,18,7,33,2,2,12,6,67,2,59,5,0,1,0,340,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractCommand.java,CH.ifa.draw.standard.AbstractCommand,class,10,35,25,10,35,1,12,18,243,0.9130435,0.014285714,0.014285714,23,0,18,2,3,0,21,0,0,0,5,0,0,5,0,0,0,0,0,138,10,0,7,0,3,1,0,7,0,7,2,0,1,0,99,1025,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\FigureTransferCommand.java,CH.ifa.draw.standard.FigureTransferCommand,class,7,14,7,7,5,2,5,9,6,0.0,0.0,0.0,4,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1,17,1,1,0,0,0,0,0,0,0,0,1,0,0,0,49,1025,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\BoxHandleKit.java,CH.ifa.draw.standard.NorthWestHandle,class,5,6,1,5,2,4,0,5,1,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,1,4,1,0,0,0,0,14,0,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\CommandMenu.java,CH.ifa.draw.util.CommandMenu,class,4,8,4,4,20,7,1,20,66,0.6923077,0.07692308,0.07692308,13,0,12,0,1,0,13,0,0,7,1,0,0,1,0,0,0,0,0,71,1,3,1,0,0,2,6,11,0,11,2,0,0,0,65,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\BoxHandleKit.java,CH.ifa.draw.standard.NorthHandle,class,5,6,1,5,2,4,0,5,1,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,1,3,1,0,0,0,0,13,0,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\UngroupCommand.java,CH.ifa.draw.figures.UngroupCommand,class,11,14,3,11,8,3,0,14,6,0.0,0.0,0.0,4,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,70,3,1,0,0,3,0,1,3,0,2,2,0,1,0,41,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\Locator.java,CH.ifa.draw.framework.Locator,interface,2,21,19,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,class,13,20,7,13,104,2,4,66,789,0.8971631,0.12926829,0.12926829,47,0,39,6,2,0,41,0,2,4,6,1,0,3,3,0,1,0,1,356,31,23,13,0,2,0,18,58,7,52,3,0,0,0,322,1025,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractHandle.java,CH.ifa.draw.standard.AbstractHandle,class,6,28,22,6,14,1,7,10,87,0.88095236,0.021978023,0.021978023,14,0,14,0,0,0,14,1,0,0,3,1,1,2,0,0,1,0,0,47,4,0,0,0,0,0,3,5,8,5,0,0,0,0,89,1025,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\PointConstrainer.java,CH.ifa.draw.framework.PointConstrainer,interface,0,5,5,0,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\CommandListener.java,CH.ifa.draw.util.CommandListener,interface,0,5,5,0,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\FigureChangeEventMulticaster.java,CH.ifa.draw.standard.FigureChangeEventMulticaster,class,3,5,2,3,20,2,0,8,55,0.0,0.0,0.0,11,4,8,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,5,67,12,0,8,0,11,0,0,2,0,2,1,0,0,0,34,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\BoxHandleKit.java,CH.ifa.draw.standard.SouthHandle,class,5,6,1,5,2,4,0,5,1,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,1,1,1,0,0,0,0,13,0,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Geom.java,CH.ifa.draw.util.Geom,class,1,21,20,1,48,1,0,15,134,0.88235295,0.0,0.0,17,16,16,1,0,0,16,0,0,0,4,4,4,0,0,0,4,0,22,158,25,0,5,0,45,0,42,51,113,39,3,0,0,0,115,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\javadraw\PatternPainter.java,CH.ifa.draw.samples.javadraw.PatternPainter,class,3,4,1,3,5,1,0,5,1,0.33333334,1.0,1.0,3,0,2,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,24,0,2,0,0,0,0,3,9,0,6,2,0,0,0,29,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractConnector.java,CH.ifa.draw.standard.AbstractConnector,class,7,12,5,7,11,1,3,8,35,0.8484848,0.18181819,0.18181819,11,0,10,0,1,0,11,0,0,0,3,1,0,3,0,0,1,0,1,37,6,0,0,0,0,0,2,5,0,3,0,0,0,0,87,1025,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\NumberTextFigure.java,CH.ifa.draw.figures.NumberTextFigure,class,1,2,1,1,4,4,0,6,3,1.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,1,0,2,0,0,1,0,3,20,2,0,0,1,0,0,5,5,0,3,1,0,0,0,42,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\javadraw\JavaDrawApp.java,CH.ifa.draw.samples.javadraw.JavaDrawApp,class,35,39,4,35,18,8,0,20,76,0.8974359,0.012820513,0.012820513,13,1,4,0,8,1,13,0,0,0,3,2,0,3,0,0,0,0,0,127,6,1,2,1,0,39,1,31,16,15,2,4,0,0,99,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\StandardDrawing.java,CH.ifa.draw.standard.StandardDrawing,class,10,15,5,10,29,3,1,29,74,0.8625,0.16190477,0.16190477,16,0,15,1,0,0,15,0,0,3,5,1,0,5,0,0,1,0,5,109,8,4,7,1,0,1,16,18,0,14,2,0,0,0,126,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\applet\DrawApplet.java,CH.ifa.draw.applet.DrawApplet,class,35,42,7,35,67,6,3,77,819,0.95370376,0.016129032,0.026209677,42,0,14,10,18,0,32,0,0,0,18,3,1,16,0,1,2,0,12,359,20,4,11,3,1,60,20,68,6,54,1,3,0,0,258,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\Tool.java,CH.ifa.draw.framework.Tool,interface,3,26,23,3,17,1,0,0,136,0.0,0.0,0.0,17,0,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\DiamondFigure.java,CH.ifa.draw.contrib.DiamondFigure,class,6,9,3,6,8,4,0,10,28,0.0,0.0,0.0,8,0,7,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1,37,5,0,0,0,0,0,12,4,14,4,0,0,0,0,44,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ChangeAttributeCommand.java,CH.ifa.draw.standard.ChangeAttributeCommand,class,9,12,3,9,6,3,0,13,0,0.25,0.5,0.5,4,0,3,0,1,0,4,0,0,0,2,0,0,2,0,0,0,0,0,97,2,1,0,0,0,0,1,3,0,3,1,0,1,0,47,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\ViewChangeListener.java,CH.ifa.draw.framework.ViewChangeListener,interface,1,7,6,1,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0
