file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoRedoActivity.java,CH.ifa.draw.util.UndoRedoActivity,class,4,5,1,4,18,1,0,15,103,0.8666667,0.00952381,0.00952381,15,1,13,0,2,0,15,0,0,0,1,0,0,1,0,0,0,0,0,59,12,0,0,0,1,0,0,1,0,1,1,0,0,0,49,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextTool.java,CH.ifa.draw.figures.TextTool$UndoActivity,innerclass,8,8,0,8,24,2,0,21,32,0.7777778,0.055555556,0.055555556,9,0,7,0,2,0,9,0,0,0,2,0,0,2,0,0,0,0,0,83,7,5,1,0,5,0,1,9,0,8,2,0,0,0,32,9,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\StandardDrawingView.java,CH.ifa.draw.standard.StandardDrawingView$Anonymous1,anonymous,2,2,0,2,5,1,0,8,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3,0,2,0,0,0,0,33,-1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\BringToFrontCommand.java,CH.ifa.draw.standard.BringToFrontCommand,class,9,11,2,9,6,4,0,14,6,0.0,0.0,0.0,4,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,29,2,1,0,0,0,0,1,1,0,1,1,0,1,0,42,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\StandardDrawingView.java,CH.ifa.draw.standard.StandardDrawingView$Anonymous2,anonymous,2,2,0,2,2,1,0,7,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25,-1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\AbstractLineDecoration.java,CH.ifa.draw.figures.AbstractLineDecoration,class,5,7,2,5,15,1,1,14,32,0.8518519,0.055555556,0.055555556,9,0,9,0,0,0,9,1,0,0,3,1,0,2,0,1,1,0,4,62,2,0,4,0,0,6,1,8,0,8,1,0,0,0,69,1025,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\BringToFrontCommand.java,CH.ifa.draw.standard.BringToFrontCommand$UndoActivity,innerclass,5,5,0,5,2,3,0,3,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ConnectionTool.java,CH.ifa.draw.standard.ConnectionTool$UndoActivity,innerclass,7,7,0,7,8,2,0,21,6,0.6,0.16666667,0.16666667,5,0,3,1,1,0,4,0,0,0,3,0,0,3,0,0,0,0,0,42,5,1,0,0,0,0,2,4,0,4,1,0,0,0,29,9,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ConnectedTextTool.java,CH.ifa.draw.figures.ConnectedTextTool$UndoActivity,innerclass,7,7,0,7,15,3,0,11,8,0.6,0.1,0.1,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,50,5,2,0,0,0,0,0,7,0,7,3,0,0,0,25,9,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DeleteCommand.java,CH.ifa.draw.standard.DeleteCommand$UndoActivity,innerclass,4,4,0,4,6,2,0,12,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,25,4,0,0,0,0,0,2,1,0,1,1,0,0,0,21,9,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\DrawingView.java,CH.ifa.draw.framework.DrawingView,interface,11,115,104,11,49,1,0,0,1176,0.0,0.0,0.0,49,0,49,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\RoundRectangleFigure.java,CH.ifa.draw.figures.RoundRectangleFigure,class,9,16,7,9,14,3,0,14,1,0.70238096,0.42857143,0.6043956,14,0,13,0,1,0,14,0,0,0,6,2,0,6,0,0,2,0,1,70,5,0,0,0,0,0,13,16,6,9,0,0,0,0,74,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\net\NetApp.java,CH.ifa.draw.samples.net.NetApp,class,8,9,1,8,3,7,0,4,3,0.0,0.0,0.0,3,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,7,0,4,3,2,0,0,0,0,28,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\javadraw\JavaDrawApplet.java,CH.ifa.draw.samples.javadraw.JavaDrawApplet$Anonymous1,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SelectAreaTracker.java,CH.ifa.draw.standard.SelectAreaTracker,class,7,10,3,7,13,2,0,26,22,0.625,0.0,0.0,8,0,4,4,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,56,0,1,1,1,0,0,0,5,2,5,3,0,0,0,47,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonHandle.java,CH.ifa.draw.contrib.PolygonHandle,class,9,11,2,9,9,4,0,11,17,0.71428573,0.13333334,0.2,7,0,5,1,1,0,6,0,0,0,2,0,0,2,0,0,0,0,0,50,3,0,2,0,4,0,0,3,0,3,1,0,1,0,65,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,class,9,12,3,9,33,1,0,36,431,0.93333334,0.0024630541,0.0024630541,30,0,26,1,3,0,29,0,0,0,2,0,0,2,0,0,0,0,0,101,9,0,2,0,2,0,0,3,0,3,1,0,0,0,90,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\DragNDropTool.java,CH.ifa.draw.contrib.DragNDropTool$MyTransferable,innerclass,1,1,0,1,6,1,0,2,4,0.5,0.16666667,0.16666667,4,0,4,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,17,4,0,2,0,0,0,0,1,0,1,1,0,0,0,29,0,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonScaleHandle.java,CH.ifa.draw.contrib.PolygonScaleHandle$UndoActivity,innerclass,6,6,0,6,9,2,0,14,13,0.6666667,0.06666667,0.06666667,6,0,4,0,2,0,6,0,0,0,1,0,0,1,0,0,0,0,0,39,7,0,0,0,0,0,0,4,0,4,1,0,0,0,25,9,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\QuadTree.java,CH.ifa.draw.standard.QuadTree,class,1,3,2,1,43,1,0,27,57,0.62500006,0.4722222,0.5833333,15,0,9,6,0,0,9,0,0,0,8,0,0,8,0,0,0,0,0,171,18,2,16,0,0,0,26,27,20,22,3,0,0,0,57,0,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ConnectedTextTool.java,CH.ifa.draw.figures.ConnectedTextTool,class,9,11,2,9,8,6,0,10,4,0.5,0.16666667,0.16666667,4,0,3,0,1,0,4,0,0,0,1,0,0,1,0,0,0,0,0,73,1,0,3,0,1,0,0,5,0,3,1,0,1,0,51,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\PasteCommand.java,CH.ifa.draw.standard.PasteCommand$UndoActivity,innerclass,4,4,0,4,6,2,0,13,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,4,1,0,0,0,0,2,1,0,1,1,0,0,0,20,9,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\RadiusHandle.java,CH.ifa.draw.figures.RadiusHandle$UndoActivity,innerclass,5,5,0,5,9,2,0,12,13,0.6666667,0.06666667,0.06666667,6,0,4,0,2,0,6,0,0,0,1,0,0,1,0,0,0,0,0,37,7,0,0,0,0,0,0,4,0,4,1,0,0,0,29,9,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\SerializationStorageFormat.java,CH.ifa.draw.util.SerializationStorageFormat,class,2,3,1,2,6,2,0,5,10,0.0,0.0,0.0,5,0,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,1,0,5,0,4,2,4,1,0,0,0,90,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ActionTool.java,CH.ifa.draw.standard.ActionTool,class,6,8,2,6,5,2,1,7,6,0.0,0.0,0.0,4,0,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,1,0,1,1,0,0,0,38,1025,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\applet\DrawApplet.java,CH.ifa.draw.applet.SleeperThread,class,0,1,1,0,4,2,0,2,0,0.0,1.0,1.0,2,0,1,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,1,17,1,1,0,1,0,1,1,1,0,1,2,0,0,0,11,0,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\ColorMap.java,CH.ifa.draw.util.ColorMap,class,2,7,5,2,14,1,0,4,0,0.16666667,0.4,0.4,6,6,6,0,0,0,6,0,0,0,1,1,0,0,0,1,0,0,3,37,8,2,0,0,0,18,9,3,2,3,2,0,0,0,41,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\InsertImageCommand.java,CH.ifa.draw.figures.InsertImageCommand$UndoActivity,innerclass,6,6,0,6,10,2,0,17,11,0.6666667,0.13333334,0.2,6,0,2,0,3,1,6,0,0,0,2,0,0,1,0,1,0,0,1,40,5,0,2,0,2,0,0,3,0,3,1,0,0,0,61,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\Handle.java,CH.ifa.draw.framework.Handle,interface,4,13,9,4,13,1,0,0,78,1.0,0.0,0.0,13,0,13,0,0,0,13,0,0,0,1,1,1,0,0,0,1,0,0,16,0,0,0,0,0,0,1,1,0,1,0,0,0,0,108,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\MDI_DrawApplication.java,CH.ifa.draw.contrib.MDI_DrawApplication,class,10,14,4,10,41,7,1,47,323,0.8765432,0.03988604,0.03988604,27,0,19,0,8,0,27,0,0,0,3,0,0,3,0,0,0,0,2,152,8,1,6,1,3,6,2,19,4,17,3,0,0,0,211,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\BorderDecorator.java,CH.ifa.draw.figures.BorderDecorator,class,4,6,2,4,10,3,0,13,34,0.95555556,0.027777778,0.027777778,9,0,8,0,1,0,9,0,0,0,5,1,0,5,0,0,1,0,0,54,4,0,1,0,0,0,6,11,8,9,1,0,0,0,66,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ElbowConnection.java,CH.ifa.draw.figures.ElbowTextLocator,class,2,3,1,2,1,2,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,2,1,2,0,0,0,0,11,0,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\GroupCommand.java,CH.ifa.draw.figures.GroupCommand$UndoActivity,innerclass,9,9,0,9,8,2,0,20,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,45,4,2,0,0,0,0,0,7,0,7,2,0,0,0,28,9,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DragTracker.java,CH.ifa.draw.standard.DragTracker$UndoActivity,innerclass,5,5,0,5,11,2,0,12,24,0.75,0.071428575,0.071428575,8,0,8,0,0,0,8,0,0,0,2,0,0,2,0,0,0,0,0,42,6,1,0,0,0,0,0,3,2,3,1,0,0,0,25,9,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\NullDrawingView.java,CH.ifa.draw.standard.NullDrawingView,class,17,19,2,17,54,5,0,8,1368,0.9654088,0.003628447,0.003628447,53,1,53,0,0,0,53,0,0,1,6,1,0,6,0,0,0,0,2,153,26,0,0,0,0,0,5,7,0,7,1,0,0,0,228,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\VersionManagement.java,CH.ifa.draw.util.VersionManagement,class,1,5,4,1,19,1,0,26,19,0.90476197,0.04761905,0.04761905,7,7,6,0,1,0,7,0,0,0,3,3,3,0,0,0,0,0,13,97,16,1,7,1,0,13,9,26,0,21,2,0,0,0,153,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\nothing\NothingApp.java,CH.ifa.draw.samples.nothing.NothingApp,class,14,15,1,14,3,7,0,4,3,0.0,0.0,0.0,3,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,17,0,9,8,2,0,0,0,0,70,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DeleteCommand.java,CH.ifa.draw.standard.DeleteCommand,class,8,12,4,8,5,4,0,11,6,0.0,0.0,0.0,4,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,43,2,0,0,0,0,0,1,0,0,0,0,0,1,0,34,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ChopEllipseConnector.java,CH.ifa.draw.figures.ChopEllipseConnector,class,3,4,1,3,3,3,0,3,3,1.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,1,1,0,1,0,0,1,0,2,13,1,0,0,0,0,0,1,3,0,3,0,0,0,0,31,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\pert\PertFigure.java,CH.ifa.draw.samples.pert.PertFigure,class,15,18,3,15,47,3,0,58,364,0.875,0.1,0.22,32,0,24,7,1,0,25,0,0,0,6,2,0,6,0,0,2,0,8,222,13,7,4,0,2,3,32,52,25,41,2,0,0,0,107,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractLocator.java,CH.ifa.draw.standard.AbstractLocator,class,4,9,5,4,5,1,4,1,6,1.0,0.0,0.0,4,0,3,0,1,0,4,0,0,0,1,1,0,1,0,0,1,0,0,17,1,0,0,1,0,0,1,1,0,1,1,0,0,0,38,1025,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SendToBackCommand.java,CH.ifa.draw.standard.SendToBackCommand$UndoActivity,innerclass,6,6,0,6,12,2,0,19,15,0.5714286,0.14285715,0.14285715,7,0,4,0,3,0,7,0,0,0,1,0,0,1,0,0,0,0,0,49,5,3,0,0,1,0,0,8,0,8,1,0,0,0,36,9,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Undoable.java,CH.ifa.draw.util.Undoable,interface,2,46,44,2,11,1,0,0,55,0.0,0.0,0.0,11,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\CustomToolBar.java,CH.ifa.draw.contrib.CustomToolBar,class,1,2,1,1,10,5,0,4,0,0.33333334,0.6666667,0.6666667,6,0,6,0,0,0,6,0,0,0,4,0,0,4,0,0,0,0,0,45,1,0,4,0,0,0,0,9,0,4,1,0,0,0,72,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\VersionControlStrategy.java,CH.ifa.draw.util.VersionControlStrategy,interface,0,3,3,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\javadraw\AnimationDecorator.java,CH.ifa.draw.samples.javadraw.AnimationDecorator,class,5,7,2,5,18,3,0,10,15,0.70000005,0.33333334,0.33333334,10,0,10,0,0,0,10,0,0,3,4,1,0,4,0,0,1,0,0,50,2,0,0,0,8,0,12,15,2,7,1,0,0,0,43,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StorageFormat.java,CH.ifa.draw.util.StorageFormat,interface,1,4,3,1,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\LocatorConnector.java,CH.ifa.draw.standard.LocatorConnector,class,7,9,2,7,8,2,0,11,0,0.78125,0.53571427,0.53571427,8,0,7,0,1,0,8,0,0,0,4,2,1,3,0,0,2,0,0,38,3,0,0,0,0,0,5,8,4,6,0,0,0,0,76,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\RectangleFigure.java,CH.ifa.draw.figures.RectangleFigure,class,5,13,8,5,10,3,2,11,25,0.8333333,0.06666667,0.06666667,10,0,9,0,1,0,10,0,0,0,3,1,0,3,0,0,1,0,1,45,2,0,0,0,0,0,8,7,2,6,0,0,0,0,42,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\FigureEnumeration.java,CH.ifa.draw.framework.FigureEnumeration,interface,1,53,52,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\DrawingEditor.java,CH.ifa.draw.framework.DrawingEditor,interface,5,55,50,5,9,1,0,0,36,0.0,0.0,0.0,9,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonFigure.java,CH.ifa.draw.contrib.PolygonFigure,class,14,24,10,14,70,3,0,33,583,0.95714283,0.006722689,0.006722689,35,4,34,0,1,0,35,0,0,0,4,2,0,3,0,1,2,0,20,311,20,18,3,0,14,0,45,118,43,81,4,1,0,0,185,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\BoxHandleKit.java,CH.ifa.draw.standard.EastHandle,class,5,6,1,5,2,4,0,5,1,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,1,1,1,0,0,0,0,13,0,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\Layouter.java,CH.ifa.draw.contrib.Layouter,interface,1,4,3,1,4,1,0,0,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\CommandButton.java,CH.ifa.draw.util.CommandButton,class,1,2,1,1,3,6,0,6,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,1,1,0,0,0,38,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\FigureSelectionListener.java,CH.ifa.draw.framework.FigureSelectionListener,interface,1,7,6,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\BoxHandleKit.java,CH.ifa.draw.standard.WestHandle,class,5,6,1,5,2,4,0,5,1,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,1,3,1,0,0,0,0,13,0,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\Figure.java,CH.ifa.draw.framework.Figure,interface,6,116,110,6,34,1,0,0,561,1.0,0.0,0.0,34,0,34,0,0,0,34,0,0,0,1,1,1,0,0,0,0,0,0,37,0,0,0,0,0,1,0,1,0,1,0,0,0,0,241,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\application\DrawApplication.java,CH.ifa.draw.application.DrawApplication,class,43,57,14,43,113,6,5,135,2514,0.9768517,0.008281574,0.009109731,72,0,28,2,42,0,70,0,1,0,18,8,5,11,2,0,7,0,10,587,39,8,24,3,4,71,42,97,15,84,3,9,0,0,412,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ConnectionTool.java,CH.ifa.draw.standard.ConnectionTool,class,14,22,8,14,59,3,0,57,335,0.9259259,0.0116959065,0.0116959065,27,0,6,8,13,0,19,0,0,0,9,0,0,9,0,0,0,0,1,241,18,2,21,0,2,0,0,32,0,25,3,0,1,0,148,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Animatable.java,CH.ifa.draw.util.Animatable,interface,0,4,4,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteLayout.java,CH.ifa.draw.util.PaletteLayout,class,1,3,2,1,16,1,0,8,22,0.625,0.10714286,0.10714286,8,0,8,0,0,0,8,0,0,0,3,0,0,3,0,0,0,0,2,74,2,2,0,0,0,0,10,30,6,16,4,0,0,0,39,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonTool.java,CH.ifa.draw.contrib.PolygonTool,class,11,16,5,11,22,2,0,24,33,0.79545456,0.16666667,0.16666667,11,0,7,2,2,0,9,0,0,0,3,0,0,3,0,0,0,0,0,75,2,0,6,0,0,0,6,11,1,4,2,0,0,0,68,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ScribbleTool.java,CH.ifa.draw.figures.ScribbleTool,class,11,14,3,11,17,2,0,20,28,0.8055556,0.04761905,0.04761905,9,0,5,2,2,0,7,0,0,0,3,0,0,3,0,0,0,0,0,56,2,0,5,0,0,0,3,5,0,4,2,0,0,0,59,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StandardStorageFormat.java,CH.ifa.draw.util.StandardStorageFormat$Anonymous1,anonymous,1,1,0,1,3,1,0,4,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,1,0,0,1,0,1,0,0,0,8,-1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\javadraw\MySelectionTool.java,CH.ifa.draw.samples.javadraw.MySelectionTool,class,6,8,2,6,5,3,0,8,3,0.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,2,0,0,1,1,1,1,1,2,0,0,0,30,1,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractCommand.java,CH.ifa.draw.standard.AbstractCommand$EventDispatcher,innerclass,2,2,0,2,11,1,0,9,0,0.16666667,1.0,1.0,6,0,6,0,0,0,6,0,0,0,2,0,0,2,0,0,0,0,0,36,0,3,0,0,3,0,0,5,0,5,1,0,0,0,20,9,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\FigureEnumerator.java,CH.ifa.draw.standard.FigureEnumerator,class,3,16,13,3,5,1,0,3,0,0.5,0.6,0.6,5,1,5,0,0,0,5,0,0,0,2,1,0,2,0,0,0,0,0,19,4,0,0,0,0,0,0,2,0,2,0,0,0,0,39,17,0
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ToolButton.java,CH.ifa.draw.standard.ToolButton,class,8,12,4,8,20,7,0,20,81,0.8,0.114285715,0.2,15,0,15,0,0,0,15,0,0,0,3,0,0,3,0,0,0,0,1,82,6,1,2,1,0,4,16,10,3,7,1,0,0,0,58,1,0
