file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalCrossFeatureVector.java,hr.fer.zemris.learn.DiagonalCrossFeatureVector$Tuple,"Tuple/2[int,int]",true,165,0,1,1,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\tabs\NetLearnTab.java,hr.fer.zemris.gui.tabs.NetLearnTab$Anonymous1,run/0,false,221,2,8,0,8,1,3,6,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\console\JConsole.java,hr.fer.zemris.gui.console.JConsole$Anonymous1,run/0,false,29,0,8,0,8,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\tabs\ImagesProcessorTab.java,hr.fer.zemris.gui.tabs.ImagesProcessorTab,didSelectChooseDestination/0,false,96,0,1,1,0,3,11,18,0,1,0,11,0,0,0,2,0,0,3,0,3,1,1,0,0,0,13,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\tabs\ImagesProcessorTab.java,hr.fer.zemris.gui.tabs.ImagesProcessorTab,didSelectProcess/0,false,115,1,2,1,1,2,5,11,0,3,0,5,0,0,0,1,0,0,1,0,2,0,2,0,0,1,9,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\tabs\ImagesProcessorTab.java,hr.fer.zemris.gui.tabs.ImagesProcessorTab,ImagesProcessorTab/0,true,24,1,2,1,1,1,1,6,0,0,0,1,1,2,0,0,0,0,2,0,2,0,0,0,0,0,15,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\tabs\ImagesProcessorTab.java,hr.fer.zemris.gui.tabs.ImagesProcessorTab,initGUI/0,false,31,1,4,1,3,1,7,33,0,9,0,7,3,1,0,0,0,0,3,2,8,0,1,0,0,3,28,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\tabs\ImagesProcessorTab.java,hr.fer.zemris.gui.tabs.ImagesProcessorTab,didSelectChooseSource/0,false,71,1,3,1,2,4,12,24,0,2,0,12,0,0,0,2,1,0,2,0,5,0,2,0,0,0,19,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\image\BinaryImageException.java,hr.fer.zemris.image.BinaryImageException,"BinaryImageException/2[java.lang.String,java.lang.Throwable]",true,20,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\image\BinaryImageException.java,hr.fer.zemris.image.BinaryImageException,BinaryImageException/1[java.lang.Throwable],true,16,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\image\BinaryImageException.java,hr.fer.zemris.image.BinaryImageException,BinaryImageException/0,true,8,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\image\BinaryImageException.java,hr.fer.zemris.image.BinaryImageException,BinaryImageException/1[java.lang.String],true,12,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\image\LetterMapper.java,hr.fer.zemris.image.LetterMapper,mapLetter/1[java.lang.Character],false,8,0,3,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\HorizontalFetureVector.java,hr.fer.zemris.learn.HorizontalFetureVector,"HorizontalFetureVector/2[int,int]",true,12,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\HorizontalFetureVector.java,hr.fer.zemris.learn.HorizontalFetureVector,"HorizontalFetureVector/2[double[],double[]]",true,16,1,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\HorizontalFetureVector.java,hr.fer.zemris.learn.HorizontalFetureVector,"HorizontalFetureVector/2[java.util.List<java.lang.Double>,java.util.List<java.lang.Double>]",true,20,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\HorizontalFetureVector.java,hr.fer.zemris.learn.HorizontalFetureVector,calculateVectors/0,false,30,5,6,1,5,8,5,25,0,10,0,5,0,0,2,3,0,1,0,11,18,6,4,0,0,0,14,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\HorizontalFetureVector.java,hr.fer.zemris.learn.HorizontalFetureVector,HorizontalFetureVector/1[hr.fer.zemris.learn.InputImage],true,24,3,9,5,4,1,4,5,0,0,1,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,8,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\GrayscaleFilter.java,hr.fer.zemris.filters.GrayscaleFilter,getName/0,false,13,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\GrayscaleFilter.java,hr.fer.zemris.filters.GrayscaleFilter,"getGray/3[int,int,int]",false,17,0,0,0,0,1,1,3,1,0,3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,21,4,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\GrayscaleFilter.java,hr.fer.zemris.filters.GrayscaleFilter,toString/0,false,24,1,1,0,1,1,1,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneDiagonalTest.java,hr.fer.zemris.test.croatian.OneToOneDiagonalTest,"learnNeuralNet/2[hr.fer.zemris.test.croatian.DataSet,hr.fer.zemris.test.croatian.DataSet]",false,90,4,2,1,1,1,6,11,0,3,2,6,0,0,0,0,0,0,1,2,3,1,0,0,0,0,28,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneDiagonalTest.java,hr.fer.zemris.test.croatian.OneToOneDiagonalTest,"testLearnedNeuralNet/2[hr.fer.zemris.test.croatian.DataSet,hr.fer.zemris.test.croatian.DataSet]",false,54,3,2,1,1,2,6,8,0,1,2,6,1,2,1,0,0,0,3,0,1,1,1,0,0,0,17,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneDiagonalTest.java,hr.fer.zemris.test.croatian.OneToOneDiagonalTest,"isVectorSame/2[double[],double[]]",false,136,1,0,0,0,6,0,11,3,1,2,0,0,0,1,0,0,0,0,5,1,0,2,0,0,0,7,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneDiagonalTest.java,hr.fer.zemris.test.croatian.OneToOneDiagonalTest,"testNeuralNet/3[hr.fer.zemris.test.croatian.NeuralNetwork,hr.fer.zemris.test.croatian.DataSet,java.lang.String]",false,64,4,2,1,1,6,11,26,0,4,3,11,1,1,2,2,0,1,1,4,4,2,5,0,0,0,20,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneDiagonalTest.java,hr.fer.zemris.test.croatian.OneToOneDiagonalTest,loadDataSet/1[java.lang.String],false,104,7,6,1,5,2,5,11,1,4,1,5,1,1,1,0,0,0,0,1,5,0,1,0,0,0,16,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneDiagonalTest.java,hr.fer.zemris.test.croatian.OneToOneDiagonalTest,loadInputImages/1[java.lang.String],false,117,4,6,1,5,3,11,18,1,6,1,11,0,0,1,0,1,0,1,1,6,0,2,0,0,0,17,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneDiagonalTest.java,hr.fer.zemris.test.croatian.OneToOneDiagonalTest,main/1[java.lang.String[]],false,43,2,3,0,3,2,4,10,0,2,1,4,3,4,0,0,0,0,2,0,2,0,1,0,0,0,24,9,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneDiagonalTest.java,hr.fer.zemris.test.croatian.OneToOneDiagonalTest,"isOutputSame/2[double[],double[]]",false,147,1,1,1,0,7,1,21,1,5,2,1,0,0,2,2,0,0,1,6,8,1,2,0,0,0,10,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalCrossTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalCrossTest,"isVectorSame/2[double[],double[]]",false,141,1,0,0,0,6,0,11,3,1,2,0,0,0,1,0,0,0,0,5,1,0,2,0,0,0,7,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalCrossTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalCrossTest,"testLearnedNeuralNet/2[hr.fer.zemris.learn.DataSet,hr.fer.zemris.learn.DataSet]",false,52,3,2,1,1,2,6,8,0,1,2,6,1,2,1,0,0,0,3,0,1,1,1,0,0,0,17,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalCrossTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalCrossTest,"learnNeuralNet/2[hr.fer.zemris.learn.DataSet,hr.fer.zemris.learn.DataSet]",false,88,4,2,1,1,1,6,11,0,3,2,6,0,0,0,0,0,0,1,2,3,1,0,0,0,0,28,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalCrossTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalCrossTest,"isOutputSame/2[double[],double[]]",false,152,1,1,1,0,8,1,23,1,5,2,1,0,0,2,2,0,0,1,6,8,1,2,0,0,0,11,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalCrossTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalCrossTest,loadDataSet/1[java.lang.String],false,102,7,6,1,5,3,5,13,1,5,1,5,1,1,1,1,0,0,0,2,6,0,2,0,0,0,18,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalCrossTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalCrossTest,"testNeuralNet/3[hr.fer.zemris.learn.NeuralNetwork,hr.fer.zemris.learn.DataSet,java.lang.String]",false,62,4,2,1,1,6,11,26,0,4,3,11,1,1,2,2,0,1,1,4,4,2,5,0,0,0,20,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalCrossTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalCrossTest,loadInputImages/1[java.lang.String],false,118,4,6,1,5,4,12,22,1,7,1,12,0,0,1,0,1,0,1,1,7,0,3,0,0,0,18,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishUpercaseOneToOneDiagonalCrossTest.java,hr.fer.zemris.test.english.EnglishUpercaseOneToOneDiagonalCrossTest,main/1[java.lang.String[]],false,40,2,3,0,3,2,6,10,0,2,1,6,3,4,0,0,0,0,2,0,2,1,1,0,0,0,24,9,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\IFilter.java,hr.fer.zemris.filters.IFilter,getName/0,false,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\IFilter.java,hr.fer.zemris.filters.IFilter,applyFilter/1[java.awt.image.BufferedImage],false,11,0,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\tabs\NetLearnTab.java,hr.fer.zemris.gui.tabs.NetLearnTab,getValueFromTextField/1[javax.swing.JTextField],false,128,0,1,1,0,2,2,8,2,0,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,9,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\tabs\NetLearnTab.java,hr.fer.zemris.gui.tabs.NetLearnTab,didSelectChooseTrainingSet/0,false,176,1,2,1,1,2,3,9,0,0,0,3,1,1,0,1,0,0,2,0,1,0,1,0,0,0,11,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\tabs\NetLearnTab.java,hr.fer.zemris.gui.tabs.NetLearnTab,learningStopped/1[hr.fer.zemris.gui.nnet.LearningNetTask],false,219,1,1,0,1,1,1,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\tabs\NetLearnTab.java,hr.fer.zemris.gui.tabs.NetLearnTab,setupRightPanel/0,false,198,1,1,1,0,1,2,16,1,1,0,2,0,0,0,0,0,0,12,0,4,0,0,0,0,0,15,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\tabs\NetLearnTab.java,hr.fer.zemris.gui.tabs.NetLearnTab,didSelectStartLearning/0,false,87,6,9,1,8,8,10,35,4,4,0,10,1,1,0,3,0,0,6,3,7,1,1,0,0,0,40,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\tabs\NetLearnTab.java,hr.fer.zemris.gui.tabs.NetLearnTab,setupLearningButtons/1[javax.swing.JPanel],false,70,1,3,1,2,1,5,15,0,2,1,5,2,2,0,0,0,0,2,0,2,0,1,0,0,2,15,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\tabs\NetLearnTab.java,hr.fer.zemris.gui.tabs.NetLearnTab,setupLeftPanel/0,false,47,2,3,1,2,1,6,20,1,2,0,6,2,6,0,0,0,0,6,0,5,0,0,0,0,0,20,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\tabs\NetLearnTab.java,hr.fer.zemris.gui.tabs.NetLearnTab,NetLearnTab/0,true,34,2,4,1,3,1,4,11,0,3,0,4,2,7,0,0,0,0,0,0,4,0,0,0,0,0,17,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\tabs\NetLearnTab.java,hr.fer.zemris.gui.tabs.NetLearnTab,setupLoadingButtons/1[javax.swing.JPanel],false,147,1,3,1,2,1,5,19,0,4,1,5,2,3,0,0,0,0,7,0,4,0,1,0,0,2,17,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\tabs\NetLearnTab.java,hr.fer.zemris.gui.tabs.NetLearnTab,didSelectStopLearning/0,false,136,2,3,1,2,3,3,10,1,0,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,10,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\tabs\NetLearnTab.java,hr.fer.zemris.gui.tabs.NetLearnTab,didSelectChooseTestSet/0,false,167,1,2,1,1,2,3,9,0,0,0,3,1,1,0,1,0,0,2,0,1,0,1,0,0,0,11,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\tabs\NetLearnTab.java,hr.fer.zemris.gui.tabs.NetLearnTab,chooseFolder/1[java.lang.String],false,185,0,2,2,0,2,6,11,1,2,1,6,0,0,0,1,0,0,0,0,3,0,1,0,0,0,11,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\JOCR.java,hr.fer.zemris.JOCR,initGUI/0,false,20,1,3,1,2,1,5,11,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,1,0,0,33,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\JOCR.java,hr.fer.zemris.JOCR,main/1[java.lang.String[]],false,33,1,1,0,1,1,2,7,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,9,9,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\JOCR.java,hr.fer.zemris.JOCR,JOCR/0,true,16,1,2,1,1,1,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\ZhangSuenThinFilter.java,hr.fer.zemris.filters.ZhangSuenThinFilter,"checkEqualityForImages/2[int[][],int[][]]",false,109,1,1,1,0,4,0,10,2,2,2,0,0,0,2,1,0,0,0,2,2,0,3,0,0,0,12,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\ZhangSuenThinFilter.java,hr.fer.zemris.filters.ZhangSuenThinFilter,"thinnedImage/2[java.awt.image.BufferedImage,int[][]]",false,120,2,2,1,1,3,5,13,1,6,2,5,0,0,2,0,0,0,0,4,6,2,2,0,0,0,13,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\ZhangSuenThinFilter.java,hr.fer.zemris.filters.ZhangSuenThinFilter,"thinningIteration/2[hr.fer.zemris.filters.Iteration,int[][]]",false,49,3,2,1,1,26,1,41,1,23,2,1,1,1,2,19,0,5,0,56,28,20,3,0,0,0,33,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\ZhangSuenThinFilter.java,hr.fer.zemris.filters.ZhangSuenThinFilter,processImage/1[java.awt.image.BufferedImage],false,17,3,5,1,4,7,7,26,1,8,1,7,3,2,5,0,0,1,0,6,14,2,3,0,0,0,19,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\ZhangSuenThinFilter.java,hr.fer.zemris.filters.ZhangSuenThinFilter,"outputImageFromMarker/2[int[][],int[][]]",false,94,1,1,1,0,5,0,15,1,4,2,0,0,0,2,2,0,0,0,6,6,1,3,0,0,0,10,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalCrossFeatureVectorHorizontal.java,hr.fer.zemris.learn.DiagonalCrossFeatureVectorHorizontal$Tuple,"Tuple/2[int,int]",true,174,0,1,1,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\AbstractGrayscaleFilter.java,hr.fer.zemris.filters.AbstractGrayscaleFilter,applyFilter/1[java.awt.image.BufferedImage],false,13,2,6,0,6,3,11,15,1,7,1,11,1,1,2,0,0,0,0,2,8,0,2,0,0,0,14,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\AbstractGrayscaleFilter.java,hr.fer.zemris.filters.AbstractGrayscaleFilter,"getGray/3[int,int,int]",false,34,0,1,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1028,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalCrossFeatureVectorHorizontal.java,hr.fer.zemris.learn.DiagonalCrossFeatureVectorHorizontal,"DiagonalCrossFeatureVectorHorizontal/2[int,int]",true,14,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalCrossFeatureVectorHorizontal.java,hr.fer.zemris.learn.DiagonalCrossFeatureVectorHorizontal,DiagonalCrossFeatureVectorHorizontal/1[hr.fer.zemris.learn.InputImage],true,30,2,2,0,2,1,2,5,0,0,1,2,1,2,0,0,0,0,0,1,1,0,0,0,0,0,10,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalCrossFeatureVectorHorizontal.java,hr.fer.zemris.learn.DiagonalCrossFeatureVectorHorizontal,calculateZone/1[int[][]],false,118,1,1,1,0,5,0,16,1,7,1,0,0,0,2,1,0,0,0,9,8,9,3,0,0,0,18,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalCrossFeatureVectorHorizontal.java,hr.fer.zemris.learn.DiagonalCrossFeatureVectorHorizontal,"DiagonalCrossFeatureVectorHorizontal/2[int,double[]]",true,18,1,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalCrossFeatureVectorHorizontal.java,hr.fer.zemris.learn.DiagonalCrossFeatureVectorHorizontal,"DiagonalCrossFeatureVectorHorizontal/2[java.util.List<java.lang.Double>,java.util.List<java.lang.Double>]",true,26,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalCrossFeatureVectorHorizontal.java,hr.fer.zemris.learn.DiagonalCrossFeatureVectorHorizontal,calculateVectors/0,false,36,7,9,1,8,15,8,67,0,28,0,8,3,1,11,3,0,0,0,25,46,22,3,0,0,0,35,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalCrossFeatureVectorHorizontal.java,hr.fer.zemris.learn.DiagonalCrossFeatureVectorHorizontal,"getZone/3[int,int,int[][]]",false,108,1,1,1,0,3,0,9,1,3,3,0,0,0,2,0,0,0,0,2,4,2,2,0,0,0,13,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalCrossFeatureVectorHorizontal.java,hr.fer.zemris.learn.DiagonalCrossFeatureVectorHorizontal,"countPoints/3[int[][],int,int]",false,136,2,2,1,1,16,0,32,1,15,3,0,0,0,2,3,0,0,0,31,15,25,3,0,0,0,20,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\DiagonalCrossFeatureVectorHorizontal.java,hr.fer.zemris.learn.DiagonalCrossFeatureVectorHorizontal,"DiagonalCrossFeatureVectorHorizontal/2[double[],double[]]",true,22,1,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\EulerNumber.java,hr.fer.zemris.learn.EulerNumber,getEulerNumber/0,false,18,2,4,1,3,5,3,21,1,10,0,3,0,0,2,6,0,0,0,20,12,9,3,0,0,0,13,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\EulerNumber.java,hr.fer.zemris.learn.EulerNumber,EulerNumber/1[hr.fer.zemris.image.BinaryImage],true,13,1,2,1,1,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\InputImage.java,hr.fer.zemris.learn.InputImage,getImage/0,false,20,1,9,9,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\InputImage.java,hr.fer.zemris.learn.InputImage,getSymbol/0,false,24,0,23,23,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\learn\InputImage.java,hr.fer.zemris.learn.InputImage,"InputImage/2[hr.fer.zemris.image.BinaryImage,char]",true,15,1,23,23,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,1,0,false
