file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneHVTest.java,hr.fer.zemris.test.croatian.OneToOneHVTest,"isVectorSame/2[double[],double[]]",false,138,1,0,0,0,6,0,11,3,1,2,0,0,0,1,0,0,0,0,5,1,0,2,0,0,0,7,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\croatian\OneToOneHVTest.java,hr.fer.zemris.test.croatian.OneToOneHVTest,"isOutputSame/2[double[],double[]]",false,149,1,1,1,0,8,1,23,1,5,2,1,0,0,2,2,0,0,1,6,8,1,2,0,0,0,11,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\nnet\AbstractDataSetLoader.java,hr.fer.zemris.gui.nnet.AbstractDataSetLoader,loadInputImages/1[java.nio.file.Path],false,32,5,8,2,6,5,11,21,1,6,1,11,0,0,1,0,1,0,1,1,6,0,3,0,0,0,22,4,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\nnet\AbstractDataSetLoader.java,hr.fer.zemris.gui.nnet.AbstractDataSetLoader,"getDataSetRow/2[hr.fer.zemris.learn.InputImage,hr.fer.zemris.image.ICharacterMapper]",false,54,6,7,2,5,2,4,10,2,3,2,4,0,0,0,1,0,0,0,2,4,0,1,0,0,0,17,4,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\nnet\AbstractDataSetLoader.java,hr.fer.zemris.gui.nnet.AbstractDataSetLoader,"AbstractDataSetLoader/2[hr.fer.zemris.gui.console.JConsole,boolean]",true,27,1,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\nnet\INetTaskListener.java,hr.fer.zemris.gui.nnet.INetTaskListener,learningStopped/1[hr.fer.zemris.gui.nnet.LearningNetTask],false,8,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\TestLearn.java,hr.fer.zemris.test.TestLearn,"testNeuralNetwork/2[hr.fer.zemris.test.NeuralNetwork,hr.fer.zemris.test.DataSet]",false,48,3,1,1,0,2,9,9,0,1,2,9,0,0,1,0,0,0,2,0,1,2,1,0,0,0,9,9,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\TestLearn.java,hr.fer.zemris.test.TestLearn,main/1[java.lang.String[]],false,17,7,1,0,1,1,7,16,0,3,1,7,1,1,0,0,0,0,4,17,3,0,0,0,0,0,19,9,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneDiagonalCrossTest.java,hr.fer.zemris.test.english.EnglishOneToOneDiagonalCrossTest,"isVectorSame/2[double[],double[]]",false,141,1,0,0,0,6,0,11,3,1,2,0,0,0,1,0,0,0,0,5,1,0,2,0,0,0,7,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneDiagonalCrossTest.java,hr.fer.zemris.test.english.EnglishOneToOneDiagonalCrossTest,"isOutputSame/2[double[],double[]]",false,152,1,1,1,0,8,1,23,1,5,2,1,0,0,2,2,0,0,1,6,8,1,2,0,0,0,11,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneDiagonalCrossTest.java,hr.fer.zemris.test.english.EnglishOneToOneDiagonalCrossTest,"testNeuralNet/3[hr.fer.zemris.test.english.NeuralNetwork,hr.fer.zemris.test.english.DataSet,java.lang.String]",false,65,4,2,1,1,6,11,26,0,4,3,11,1,1,2,2,0,1,1,4,4,2,5,0,0,0,20,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneDiagonalCrossTest.java,hr.fer.zemris.test.english.EnglishOneToOneDiagonalCrossTest,"testLearnedNeuralNet/2[hr.fer.zemris.test.english.DataSet,hr.fer.zemris.test.english.DataSet]",false,55,3,2,1,1,2,6,8,0,1,2,6,1,2,1,0,0,0,3,0,1,1,1,0,0,0,17,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneDiagonalCrossTest.java,hr.fer.zemris.test.english.EnglishOneToOneDiagonalCrossTest,loadInputImages/1[java.lang.String],false,121,4,6,1,5,3,11,19,1,7,1,11,0,0,1,0,1,0,1,1,7,0,2,0,0,0,18,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneDiagonalCrossTest.java,hr.fer.zemris.test.english.EnglishOneToOneDiagonalCrossTest,"learnNeuralNet/2[hr.fer.zemris.test.english.DataSet,hr.fer.zemris.test.english.DataSet]",false,91,4,2,1,1,1,6,11,0,3,2,6,0,0,0,0,0,0,1,2,3,1,0,0,0,0,28,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneDiagonalCrossTest.java,hr.fer.zemris.test.english.EnglishOneToOneDiagonalCrossTest,loadDataSet/1[java.lang.String],false,105,7,6,1,5,3,5,13,1,5,1,5,1,1,1,1,0,0,0,2,6,0,2,0,0,0,18,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneDiagonalCrossTest.java,hr.fer.zemris.test.english.EnglishOneToOneDiagonalCrossTest,main/1[java.lang.String[]],false,43,2,3,0,3,2,6,10,0,2,1,6,3,4,0,0,0,0,2,0,2,1,1,0,0,0,24,9,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\TestPaint.java,hr.fer.zemris.test.TestPaint$Anonymous2,paintComponent/1[java.awt.Graphics],false,28,0,0,0,0,2,6,10,0,1,1,6,0,0,0,0,1,0,2,2,1,0,1,0,0,0,12,4,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\BP.java,hr.fer.zemris.test.BP,BP/0,true,10,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\BP.java,hr.fer.zemris.test.BP,updateNetworkWeights/1[double[]],false,16,1,0,0,0,2,3,8,0,1,1,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,10,4,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\TestPaint.java,hr.fer.zemris.test.TestPaint$Anonymous1,windowClosing/1[java.awt.event.WindowEvent],false,21,0,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\GrayscaleUnifromFilter.java,hr.fer.zemris.filters.GrayscaleUnifromFilter,getName/0,false,13,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\GrayscaleUnifromFilter.java,hr.fer.zemris.filters.GrayscaleUnifromFilter,"getGray/3[int,int,int]",false,17,0,0,0,0,1,0,3,1,0,3,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,21,4,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\GrayscaleUnifromFilter.java,hr.fer.zemris.filters.GrayscaleUnifromFilter,toString/0,false,24,1,1,0,1,1,1,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\DBP.java,hr.fer.zemris.test.DBP,updateNetworkWeights/1[double[]],false,12,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\TestPaint.java,hr.fer.zemris.test.TestPaint,TestPaint/0,true,15,0,2,1,1,1,5,25,0,1,0,5,0,0,0,0,0,0,0,2,1,0,0,2,0,0,44,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\TestPaint.java,hr.fer.zemris.test.TestPaint,main/1[java.lang.String[]],false,42,1,1,0,1,1,2,7,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,8,9,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\OCRTabbedPane.java,hr.fer.zemris.gui.OCRTabbedPane,OCRTabbedPane/0,true,16,5,6,1,5,1,4,12,0,2,0,4,1,1,0,0,0,0,7,0,4,0,0,0,0,0,23,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\OCRTabbedPane.java,hr.fer.zemris.gui.OCRTabbedPane,makeTextPanel/1[java.lang.String],false,34,0,1,1,0,1,3,8,1,2,1,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,12,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\nnet\CroatianDataSetLoader.java,hr.fer.zemris.gui.nnet.CroatianDataSetLoader,loadDataSet/1[java.nio.file.Path],false,26,6,3,0,3,3,3,13,1,4,1,3,0,0,1,1,0,0,0,0,4,0,2,0,0,0,19,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\nnet\CroatianDataSetLoader.java,hr.fer.zemris.gui.nnet.CroatianDataSetLoader,"CroatianDataSetLoader/2[hr.fer.zemris.gui.console.JConsole,boolean]",true,21,1,1,1,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\gui\nnet\CroatianDataSetLoader.java,hr.fer.zemris.gui.nnet.CroatianDataSetLoader,toString/0,false,41,0,0,0,0,2,0,8,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,4,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneHorizontalTest.java,hr.fer.zemris.test.english.EnglishOneToOneHorizontalTest,"testLearnedNeuralNet/2[hr.fer.zemris.learn.DataSet,hr.fer.zemris.learn.DataSet]",false,52,3,2,1,1,2,6,8,0,1,2,6,1,2,1,0,0,0,3,0,1,1,1,0,0,0,17,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneHorizontalTest.java,hr.fer.zemris.test.english.EnglishOneToOneHorizontalTest,"learnNeuralNet/2[hr.fer.zemris.learn.DataSet,hr.fer.zemris.learn.DataSet]",false,88,4,2,1,1,1,6,11,0,3,2,6,0,0,0,0,0,0,1,2,3,1,0,0,0,0,28,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneHorizontalTest.java,hr.fer.zemris.test.english.EnglishOneToOneHorizontalTest,loadDataSet/1[java.lang.String],false,102,7,6,1,5,3,5,13,1,5,1,5,1,1,1,1,0,0,0,2,6,0,2,0,0,0,18,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneHorizontalTest.java,hr.fer.zemris.test.english.EnglishOneToOneHorizontalTest,"testNeuralNet/3[hr.fer.zemris.learn.NeuralNetwork,hr.fer.zemris.learn.DataSet,java.lang.String]",false,62,4,2,1,1,6,11,26,0,4,3,11,1,1,2,2,0,1,1,4,4,2,5,0,0,0,20,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneHorizontalTest.java,hr.fer.zemris.test.english.EnglishOneToOneHorizontalTest,loadInputImages/1[java.lang.String],false,118,4,6,1,5,3,11,19,1,7,1,11,0,0,1,0,1,0,1,1,7,0,2,0,0,0,18,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneHorizontalTest.java,hr.fer.zemris.test.english.EnglishOneToOneHorizontalTest,main/1[java.lang.String[]],false,40,2,3,0,3,2,6,10,0,2,1,6,3,4,0,0,0,0,2,0,2,1,1,0,0,0,24,9,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneHorizontalTest.java,hr.fer.zemris.test.english.EnglishOneToOneHorizontalTest,"isVectorSame/2[double[],double[]]",false,138,1,0,0,0,6,0,11,3,1,2,0,0,0,1,0,0,0,0,5,1,0,2,0,0,0,7,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneHorizontalTest.java,hr.fer.zemris.test.english.EnglishOneToOneHorizontalTest,"isOutputSame/2[double[],double[]]",false,149,1,1,1,0,8,1,23,1,5,2,1,0,0,2,2,0,0,1,6,8,1,2,0,0,0,11,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\GrayscaleBT601Filter.java,hr.fer.zemris.filters.GrayscaleBT601Filter,getName/0,false,13,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\GrayscaleBT601Filter.java,hr.fer.zemris.filters.GrayscaleBT601Filter,"getGray/3[int,int,int]",false,17,0,0,0,0,1,0,3,1,0,3,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,21,4,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\GrayscaleBT601Filter.java,hr.fer.zemris.filters.GrayscaleBT601Filter,toString/0,false,24,1,1,0,1,1,1,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\image\UniqueEnglishLetterMapper.java,hr.fer.zemris.image.UniqueEnglishLetterMapper,mapLetter/1[java.lang.Character],false,8,0,13,13,0,54,0,86,28,0,1,0,0,0,0,0,0,0,0,28,0,0,1,0,0,0,4,9,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneMatrixTest.java,hr.fer.zemris.test.english.EnglishOneToOneMatrixTest,"testLearnedNeuralNet/2[hr.fer.zemris.learn.DataSet,hr.fer.zemris.learn.DataSet]",false,52,3,2,1,1,2,6,8,0,1,2,6,1,2,1,0,0,0,3,0,1,1,1,0,0,0,17,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneMatrixTest.java,hr.fer.zemris.test.english.EnglishOneToOneMatrixTest,"learnNeuralNet/2[hr.fer.zemris.learn.DataSet,hr.fer.zemris.learn.DataSet]",false,88,4,2,1,1,1,6,11,0,3,2,6,0,0,0,0,0,0,1,2,3,1,0,0,0,0,28,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneMatrixTest.java,hr.fer.zemris.test.english.EnglishOneToOneMatrixTest,loadDataSet/1[java.lang.String],false,102,7,6,1,5,3,5,13,1,5,1,5,1,1,1,1,0,0,0,2,6,0,2,0,0,0,17,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneMatrixTest.java,hr.fer.zemris.test.english.EnglishOneToOneMatrixTest,"testNeuralNet/3[hr.fer.zemris.learn.NeuralNetwork,hr.fer.zemris.learn.DataSet,java.lang.String]",false,62,4,2,1,1,6,11,26,0,4,3,11,1,1,2,2,0,1,1,4,4,2,5,0,0,0,20,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneMatrixTest.java,hr.fer.zemris.test.english.EnglishOneToOneMatrixTest,loadInputImages/1[java.lang.String],false,118,4,6,1,5,3,11,19,1,7,1,11,0,0,1,0,1,0,1,1,7,0,2,0,0,0,18,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneMatrixTest.java,hr.fer.zemris.test.english.EnglishOneToOneMatrixTest,main/1[java.lang.String[]],false,40,2,3,0,3,2,6,10,0,2,1,6,3,4,0,0,0,0,2,0,2,1,1,0,0,0,24,9,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneMatrixTest.java,hr.fer.zemris.test.english.EnglishOneToOneMatrixTest,"isVectorSame/2[double[],double[]]",false,138,1,0,0,0,6,0,11,3,1,2,0,0,0,1,0,0,0,0,5,1,0,2,0,0,0,7,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\english\EnglishOneToOneMatrixTest.java,hr.fer.zemris.test.english.EnglishOneToOneMatrixTest,"isOutputSame/2[double[],double[]]",false,149,1,1,1,0,8,1,23,1,5,2,1,0,0,2,2,0,0,1,6,8,1,2,0,0,0,11,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\OneToOneHorizontalTest_SmallTest.java,hr.fer.zemris.test.smallTest.OneToOneHorizontalTest_SmallTest,"isOutputSame/2[double[],double[]]",false,142,2,2,1,1,8,2,23,1,5,2,2,0,0,2,2,0,0,1,6,8,1,2,0,0,0,11,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\OneToOneHorizontalTest_SmallTest.java,hr.fer.zemris.test.smallTest.OneToOneHorizontalTest_SmallTest,"testNeuralNet/3[hr.fer.zemris.learn.NeuralNetwork,hr.fer.zemris.learn.DataSet,java.lang.String]",false,64,4,2,1,1,6,11,26,0,4,3,11,1,1,2,2,0,1,1,4,4,2,5,0,0,0,20,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\OneToOneHorizontalTest_SmallTest.java,hr.fer.zemris.test.smallTest.OneToOneHorizontalTest_SmallTest,loadInputImages/1[java.lang.String],false,122,4,6,1,5,3,11,19,1,7,1,11,0,0,1,0,1,0,1,1,7,0,2,0,0,0,18,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\OneToOneHorizontalTest_SmallTest.java,hr.fer.zemris.test.smallTest.OneToOneHorizontalTest_SmallTest,"testLearnedNeuralNet/2[hr.fer.zemris.learn.DataSet,hr.fer.zemris.learn.DataSet]",false,54,3,2,1,1,2,4,7,0,1,2,4,1,2,1,0,0,0,2,0,1,0,1,0,0,0,17,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\OneToOneHorizontalTest_SmallTest.java,hr.fer.zemris.test.smallTest.OneToOneHorizontalTest_SmallTest,main/1[java.lang.String[]],false,42,2,3,0,3,2,6,10,0,2,1,6,3,4,0,0,0,0,2,0,2,1,1,0,0,0,24,9,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\OneToOneHorizontalTest_SmallTest.java,hr.fer.zemris.test.smallTest.OneToOneHorizontalTest_SmallTest,"learnNeuralNet/2[hr.fer.zemris.learn.DataSet,hr.fer.zemris.learn.DataSet]",false,92,4,2,1,1,1,6,11,0,3,2,6,0,0,0,0,0,0,1,2,3,1,0,0,0,0,28,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\OneToOneHorizontalTest_SmallTest.java,hr.fer.zemris.test.smallTest.OneToOneHorizontalTest_SmallTest,loadDataSet/1[java.lang.String],false,106,7,6,1,5,3,5,13,1,5,1,5,1,1,1,1,0,0,0,2,6,0,2,0,0,0,18,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\OtsuBinarize.java,hr.fer.zemris.filters.OtsuBinarize,histogram/1[java.awt.image.BufferedImage],false,9,2,2,1,1,4,4,15,1,7,1,4,0,0,3,0,0,0,0,5,8,0,2,0,0,0,9,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\OtsuBinarize.java,hr.fer.zemris.filters.OtsuBinarize,applyFilter/1[java.awt.image.BufferedImage],false,52,2,6,1,5,4,10,21,1,8,1,10,2,1,2,0,0,0,0,4,10,1,3,0,0,0,14,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\OtsuBinarize.java,hr.fer.zemris.filters.OtsuBinarize,"threshold/2[int[],int]",false,26,1,1,1,0,6,0,23,1,11,2,0,0,0,2,2,0,4,0,12,17,9,2,0,0,0,11,2,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\ThinningFilter.java,hr.fer.zemris.filters.ThinningFilter,applyFilter/1[java.awt.image.BufferedImage],false,16,1,2,0,2,1,1,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\ThinningFilter.java,hr.fer.zemris.filters.ThinningFilter,getName/0,false,11,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\filters\ThinningFilter.java,hr.fer.zemris.filters.ThinningFilter,toString/0,false,22,1,1,0,1,1,1,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\EnglishOneToOneDiagonalCrossTest_SmallTest.java,hr.fer.zemris.test.smallTest.EnglishOneToOneDiagonalCrossTest_SmallTest,"isOutputSame/2[double[],double[]]",false,154,2,2,1,1,8,2,23,1,5,2,2,0,0,2,2,0,0,1,6,8,1,2,0,0,0,11,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\EnglishOneToOneDiagonalCrossTest_SmallTest.java,hr.fer.zemris.test.smallTest.EnglishOneToOneDiagonalCrossTest_SmallTest,"isVectorSame/2[double[],double[]]",false,143,1,0,0,0,6,0,11,3,1,2,0,0,0,1,0,0,0,0,5,1,0,2,0,0,0,7,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\EnglishOneToOneDiagonalCrossTest_SmallTest.java,hr.fer.zemris.test.smallTest.EnglishOneToOneDiagonalCrossTest_SmallTest,"learnNeuralNet/2[hr.fer.zemris.test.smallTest.DataSet,hr.fer.zemris.test.smallTest.DataSet]",false,93,4,2,1,1,1,6,11,0,3,2,6,0,0,0,0,0,0,1,2,3,1,0,0,0,0,28,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\EnglishOneToOneDiagonalCrossTest_SmallTest.java,hr.fer.zemris.test.smallTest.EnglishOneToOneDiagonalCrossTest_SmallTest,"testNeuralNet/3[hr.fer.zemris.test.smallTest.NeuralNetwork,hr.fer.zemris.test.smallTest.DataSet,java.lang.String]",false,64,4,2,1,1,6,11,26,0,4,3,11,1,1,2,2,0,1,1,4,4,2,5,0,0,0,20,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\EnglishOneToOneDiagonalCrossTest_SmallTest.java,hr.fer.zemris.test.smallTest.EnglishOneToOneDiagonalCrossTest_SmallTest,loadInputImages/1[java.lang.String],false,123,4,6,1,5,3,11,19,1,7,1,11,0,0,1,0,1,0,1,1,7,0,2,0,0,0,18,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\EnglishOneToOneDiagonalCrossTest_SmallTest.java,hr.fer.zemris.test.smallTest.EnglishOneToOneDiagonalCrossTest_SmallTest,"testLearnedNeuralNet/2[hr.fer.zemris.test.smallTest.DataSet,hr.fer.zemris.test.smallTest.DataSet]",false,54,3,2,1,1,1,3,5,0,1,2,3,1,2,0,0,0,0,2,0,1,0,0,0,0,0,16,10,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\EnglishOneToOneDiagonalCrossTest_SmallTest.java,hr.fer.zemris.test.smallTest.EnglishOneToOneDiagonalCrossTest_SmallTest,main/1[java.lang.String[]],false,42,2,3,0,3,2,6,10,0,2,1,6,3,4,0,0,0,0,2,0,2,1,1,0,0,0,24,9,0,false
D:\Masters\OOD\Object-Oriented-Design-Project\final-thesis-master\Project\src\main\java\hr\fer\zemris\test\smallTest\EnglishOneToOneDiagonalCrossTest_SmallTest.java,hr.fer.zemris.test.smallTest.EnglishOneToOneDiagonalCrossTest_SmallTest,loadDataSet/1[java.lang.String],false,107,7,6,1,5,3,5,13,1,5,1,5,1,1,1,1,0,0,0,2,6,0,2,0,0,0,18,10,0,false
